Gene Name,RMSE
AT1G01010,0.00095819926
AT1G01020,0.00067445886
AT1G01030,0.0006323585
AT1G01040,0.00017729463
AT1G01046,0.0020483336
AT1G01050,0.00054622395
AT1G01060,0.00076613534
AT1G01070,0.00058168964
AT1G01080,0.000681065
AT1G01090,0.003864725
AT1G01100,0.00043763028
AT1G01110,0.00041872886
AT1G01120,0.00042101482
AT1G01130,0.00032851496
AT1G01140,0.0001743074
AT1G01150,0.00052193226
AT1G01160,0.0013407931
AT1G01170,7.963274e-06
AT1G01180,0.000909495
AT1G01190,0.0001492437
AT1G01200,0.0002971515
AT1G01210,0.0012937956
AT1G01220,0.0019929127
AT1G01225,0.00093201804
AT1G01230,0.00010805827
AT1G01240,0.0005642884
AT1G01250,0.00038642908
AT1G01260,5.381377e-05
AT1G01280,0.002359
AT1G01290,0.0009498278
AT1G01300,0.0030043307
AT1G01310,0.00095883396
AT1G01320,0.0011469038
AT1G01340,0.0009722851
AT1G01350,0.0011867773
AT1G01355,0.00027098035
AT1G01360,0.0028517535
AT1G01370,0.001755887
AT1G01380,0.0036718734
AT1G01390,0.0028076035
AT1G01410,0.0072912215
AT1G01420,0.00872164
AT1G01430,0.012327323
AT1G01440,0.005345526
AT1G01448,0.00031472725
AT1G01450,0.00054704526
AT1G01453,0.0006815593
AT1G01460,0.0005301964
AT1G01470,0.00029822957
AT1G01480,0.00012973521
AT1G01490,0.0007897881
AT1G01500,3.655441e-05
AT1G01510,0.000841508
AT1G01520,0.0007349809
AT1G01530,0.00093151594
AT1G01540,0.0005279975
AT1G01550,0.000941552
AT1G01560,0.0015345861
AT1G01570,0.0010553588
AT1G01580,0.0012450705
AT1G01590,0.0004902816
AT1G01600,0.0011088421
AT1G01610,0.0017596445
AT1G01620,0.00042547035
AT1G01630,0.0005719109
AT1G01640,0.00038612683
AT1G01650,0.0002637285
AT1G01660,0.0005581139
AT1G01670,7.530488e-05
AT1G01680,0.0028734372
AT1G01690,0.003270356
AT1G01695,0.00054376177
AT1G01700,0.0007149379
AT1G01710,5.9700687e-05
AT1G01720,0.00044864218
AT1G01725,0.000121774036
AT1G01730,0.00036733854
AT1G01740,0.00057375117
AT1G01750,0.0006209941
AT1G01760,0.00014492232
AT1G01770,0.0001483018
AT1G01780,0.0010046668
AT1G01790,0.0005160247
AT1G01800,0.00027322923
AT1G01810,0.00039595744
AT1G01820,0.0008909623
AT1G01830,0.00070356845
AT1G01840,7.106975e-05
AT1G01860,0.003737312
AT1G01880,0.0002496717
AT1G01900,0.00019000417
AT1G01910,0.0005343935
AT1G01920,0.00028134618
AT1G01930,0.0001968753
AT1G01940,0.0012136555
AT1G01950,0.002013822
AT1G01960,0.00027625856
AT1G01970,1.40297925e-05
AT1G01980,0.00048253688
AT1G01990,0.00024674542
AT1G02000,0.00037159806
AT1G02010,0.001165839
AT1G02020,0.00040493542
AT1G02030,0.00091820117
AT1G02040,0.0007900552
AT1G02050,0.002807527
AT1G02060,0.00041841716
AT1G02065,0.0014405187
AT1G02070,0.00050102663
AT1G02080,0.0008881324
AT1G02090,6.0566497e-05
AT1G02100,0.0045058564
AT1G02110,0.00078845274
AT1G02120,0.0006409646
AT1G02130,0.0010910374
AT1G02140,0.0009681397
AT1G02145,0.0016206435
AT1G02150,0.0010862397
AT1G02160,0.0013767355
AT1G02170,0.00038656563
AT1G02180,0.00022854586
AT1G02190,0.0004935083
AT1G02205,0.0001066642
AT1G02220,9.319736e-05
AT1G02230,0.00024518883
AT1G02250,0.00071689754
AT1G02260,0.000389921
AT1G02270,0.0013005125
AT1G02280,0.001937016
AT1G02290,0.00042960627
AT1G02300,0.0017883931
AT1G02305,0.00078732026
AT1G02310,0.000663793
AT1G02330,0.0002823806
AT1G02335,0.0008330381
AT1G02340,0.00014028086
AT1G02350,0.0020404335
AT1G02360,9.312856e-05
AT1G02370,6.391894e-05
AT1G02380,0.0010742826
AT1G02390,0.0042297733
AT1G02400,0.00047039252
AT1G02405,0.00039217304
AT1G02410,0.00044987217
AT1G02420,0.0007607676
AT1G02430,0.0002495612
AT1G02440,0.00042449933
AT1G02450,0.00029720383
AT1G02460,0.00048353648
AT1G02470,0.00052955025
AT1G02475,0.0025488306
AT1G02500,0.00025980757
AT1G02510,0.0008277807
AT1G02520,0.00045346707
AT1G02530,0.0016397735
AT1G02560,0.00073763
AT1G02570,4.182133e-05
AT1G02575,0.00037355337
AT1G02580,0.00018027046
AT1G02610,0.0006642237
AT1G02620,0.0021507984
AT1G02630,0.0007526039
AT1G02640,0.00044076052
AT1G02650,0.0006322138
AT1G02660,0.0009257327
AT1G02670,0.0015201864
AT1G02680,9.319366e-05
AT1G02681,2.1515938e-05
AT1G02690,0.00025613207
AT1G02700,0.00012024981
AT1G02710,0.00014560157
AT1G02720,5.4251228e-05
AT1G02730,0.0007782635
AT1G02740,0.0010186423
AT1G02750,0.0008014263
AT1G02770,0.0016444043
AT1G02780,0.000530144
AT1G02800,0.0006163102
AT1G02810,0.0009401891
AT1G02813,0.0008866227
AT1G02816,0.00067086256
AT1G02820,0.00033884443
AT1G02830,0.00097596395
AT1G02840,0.0019795473
AT1G02850,0.00053320354
AT1G02860,0.00030725382
AT1G02870,0.0013563249
AT1G02880,0.001144076
AT1G02890,0.0011638334
AT1G02900,0.0012605273
AT1G02910,0.00035828934
AT1G02920,0.0003823672
AT1G02930,0.009501946
AT1G02940,0.003513495
AT1G02950,0.0040718345
AT1G02952,0.010867609
AT1G02960,0.0003061542
AT1G02970,0.00045381286
AT1G02980,0.0004107911
AT1G02990,0.0006717091
AT1G03000,0.0013710631
AT1G03010,0.0021815682
AT1G03020,0.00072156946
AT1G03030,0.0020273984
AT1G03040,0.00063696224
AT1G03050,0.0007950616
AT1G03055,0.00033344157
AT1G03060,4.7763286e-05
AT1G03070,8.0667e-05
AT1G03080,0.00026591096
AT1G03090,0.0005065836
AT1G03100,0.003404178
AT1G03103,0.00018352218
AT1G03106,1.3752273e-05
AT1G03110,0.00029187446
AT1G03120,0.00048754996
AT1G03130,0.0007554858
AT1G03140,0.00050452497
AT1G03150,0.0010212696
AT1G03160,0.00062839675
AT1G03170,0.0009797895
AT1G03180,0.00046192337
AT1G03190,0.0003141301
AT1G03200,1.3376179e-05
AT1G03210,0.0023628997
AT1G03220,0.0016976936
AT1G03230,0.001316457
AT1G03240,0.003262927
AT1G03250,0.0006602211
AT1G03260,0.0002017866
AT1G03270,0.00046936166
AT1G03280,0.00019471708
AT1G03290,0.0010771274
AT1G03300,0.00072733616
AT1G03310,0.00056121044
AT1G03320,0.002454377
AT1G03330,0.0011494332
AT1G03340,0.0008273314
AT1G03350,0.00014777665
AT1G03360,0.00019232134
AT1G03365,0.0020588469
AT1G03370,0.001060692
AT1G03380,0.00053159473
AT1G03390,0.000234801
AT1G03400,0.00060522754
AT1G03410,0.0013315803
AT1G03420,0.002306652
AT1G03430,0.0035368053
AT1G03440,0.00047174917
AT1G03445,0.00080939545
AT1G03457,0.0027872168
AT1G03470,0.00047573162
AT1G03475,0.0020888417
AT1G03495,0.0031299498
AT1G03510,0.0007046013
AT1G03520,0.0005273499
AT1G03530,0.00028930808
AT1G03540,0.0002979672
AT1G03545,0.00031934038
AT1G03550,0.00020126597
AT1G03560,0.00092830363
AT1G03580,0.0005571758
AT1G03590,0.00038051332
AT1G03600,0.000462102
AT1G03610,0.00012909388
AT1G03620,0.00021104905
AT1G03630,0.0005691996
AT1G03650,0.0002193386
AT1G03660,0.00042350244
AT1G03670,0.0012291091
AT1G03680,0.0009861201
AT1G03687,0.0008136803
AT1G03700,0.00049166847
AT1G03710,0.0016078005
AT1G03730,0.0008768063
AT1G03740,0.00030799283
AT1G03746,0.0016057412
AT1G03750,0.00087780994
AT1G03760,0.00035060657
AT1G03770,0.000101893645
AT1G03780,0.0008507156
AT1G03790,0.0011057808
AT1G03800,0.0003537709
AT1G03820,0.00046307757
AT1G03830,0.0008321572
AT1G03840,0.0013995137
AT1G03850,0.00055104314
AT1G03860,0.0006435971
AT1G03870,0.0010134344
AT1G03900,0.0010257674
AT1G03905,0.0006620107
AT1G03910,0.00080902403
AT1G03920,0.0004995122
AT1G03930,0.00011523065
AT1G03935,0.0007398557
AT1G03940,5.1023904e-05
AT1G03950,0.0012345223
AT1G03960,0.0014285394
AT1G03970,8.721562e-05
AT1G03980,0.0010415658
AT1G03990,0.00030893926
AT1G04000,0.0014987367
AT1G04010,0.0002730107
AT1G04020,0.0004463577
AT1G04030,0.0008967697
AT1G04040,0.0005262418
AT1G04050,0.00022317565
AT1G04070,0.0006145415
AT1G04080,0.00066362333
AT1G04090,0.0004786739
AT1G04100,0.00030850043
AT1G04110,0.00094019977
AT1G04120,0.00031637578
AT1G04130,0.0018502314
AT1G04140,0.00060167466
AT1G04160,0.0009856011
AT1G04170,0.0003500968
AT1G04180,0.0010701596
AT1G04190,0.004146137
AT1G04200,0.0009726258
AT1G04210,0.0009802566
AT1G04220,0.00014628757
AT1G04230,0.00045595385
AT1G04240,6.8895955e-05
AT1G04250,0.00040025765
AT1G04260,0.0008464602
AT1G04270,0.00056203816
AT1G04280,0.00091124466
AT1G04290,0.00087158126
AT1G04295,0.00029325497
AT1G04300,0.0010612012
AT1G04310,0.000794558
AT1G04330,0.001254275
AT1G04340,0.00090066186
AT1G04350,0.00014196383
AT1G04360,0.0015622339
AT1G04370,0.0010372862
AT1G04380,0.000448257
AT1G04390,0.0009205902
AT1G04400,0.0011080942
AT1G04410,7.602922e-05
AT1G04420,0.00030187494
AT1G04425,0.00068735296
AT1G04430,0.0011699197
AT1G04440,0.0002208289
AT1G04445,0.0004162112
AT1G04450,0.0012624812
AT1G04457,0.0012770419
AT1G04470,0.0013235224
AT1G04480,0.00036855045
AT1G04490,0.0005852907
AT1G04500,0.00035288872
AT1G04510,7.321121e-05
AT1G04520,0.0014201623
AT1G04530,0.001119002
AT1G04540,0.00061146775
AT1G04550,0.0009887485
AT1G04555,0.00054718886
AT1G04560,0.00037818143
AT1G04570,0.00019525374
AT1G04580,0.0007622241
AT1G04590,0.00061153993
AT1G04600,0.00079537916
AT1G04610,0.00024752566
AT1G04620,0.00014383433
AT1G04625,0.00012301927
AT1G04630,0.00066028
AT1G04635,0.00015645358
AT1G04640,0.0006715501
AT1G04645,0.0003600208
AT1G04650,0.0023354215
AT1G04660,0.0022273038
AT1G04670,0.0010694528
AT1G04680,0.0005143817
AT1G04690,0.00097414857
AT1G04700,0.0003669724
AT1G04710,0.0021331152
AT1G04730,0.00044228684
AT1G04750,0.00061275135
AT1G04760,6.563938e-05
AT1G04770,0.00025385479
AT1G04778,0.00046087598
AT1G04780,0.0007644435
AT1G04790,0.00025066087
AT1G04800,9.7071024e-05
AT1G04810,0.0005175832
AT1G04820,0.0006606946
AT1G04830,0.00068585714
AT1G04840,0.00050545594
AT1G04850,0.00040351972
AT1G04860,0.00088397734
AT1G04870,0.0007139092
AT1G04880,0.00076374284
AT1G04890,0.0010456276
AT1G04900,0.0017860126
AT1G04910,0.0007240793
AT1G04920,0.0006342857
AT1G04930,0.00012571871
AT1G04940,0.00043736043
AT1G04945,0.00012268685
AT1G04950,0.00046726086
AT1G04960,0.0004715888
AT1G04970,0.0003614471
AT1G04980,0.00013705014
AT1G04985,0.00049130997
AT1G04990,0.0006326541
AT1G05000,0.0012096609
AT1G05010,0.0009617028
AT1G05020,1.4683115e-05
AT1G05030,0.00013562723
AT1G05040,0.0004281533
AT1G05055,0.0001556788
AT1G05060,0.00090182154
AT1G05061,0.00046818706
AT1G05065,0.0004941788
AT1G05070,0.0002678518
AT1G05080,0.0005938431
AT1G05090,0.00027297766
AT1G05100,0.0005481048
AT1G05120,0.00018052573
AT1G05135,0.00027245516
AT1G05140,0.0003046233
AT1G05150,0.0007680443
AT1G05160,0.000101102225
AT1G05170,0.00076482166
AT1G05180,0.0010210102
AT1G05190,0.00024516828
AT1G05200,0.000818742
AT1G05205,0.0005714735
AT1G05210,0.0009538902
AT1G05220,0.0010991099
AT1G05230,0.00081340363
AT1G05240,0.0005367776
AT1G05260,0.0008615088
AT1G05270,0.0016435878
AT1G05300,0.0006007322
AT1G05310,0.00074077386
AT1G05320,2.1871674e-05
AT1G05330,0.00023423063
AT1G05340,0.0011192668
AT1G05350,1.0779186e-05
AT1G05360,0.00051085197
AT1G05370,0.0002770343
AT1G05380,3.525865e-05
AT1G05385,8.008533e-05
AT1G05400,0.00011654102
AT1G05410,0.00030258702
AT1G05420,0.00063812337
AT1G05430,0.0025332826
AT1G05440,0.00054947275
AT1G05450,0.0028582998
AT1G05460,0.00060926296
AT1G05470,0.0006151588
AT1G05490,0.0003867207
AT1G05500,1.9511499e-05
AT1G05510,0.0015141956
AT1G05520,0.0006434724
AT1G05530,0.0009456908
AT1G05540,0.00030012027
AT1G05550,0.0008321429
AT1G05560,0.0031281246
AT1G05562,0.00228238
AT1G05570,0.004336919
AT1G05575,0.0037757724
AT1G05577,0.0002973173
AT1G05580,7.520514e-05
AT1G05590,0.00018853073
AT1G05600,0.00013510778
AT1G05610,0.00054701907
AT1G05615,0.00030510186
AT1G05620,0.0018535252
AT1G05630,0.0011517139
AT1G05640,0.0005056076
AT1G05650,0.0004009828
AT1G05670,0.0002022208
AT1G05675,0.00073802104
AT1G05680,0.000960291
AT1G05690,0.00038026512
AT1G05700,0.00019887753
AT1G05710,0.00016631442
AT1G05720,0.0005695077
AT1G05730,0.0005534258
AT1G05750,0.0016132853
AT1G05760,0.0002707368
AT1G05770,0.00036892848
AT1G05780,0.0010899262
AT1G05785,0.00057476596
AT1G05790,0.00076163036
AT1G05800,0.001693779
AT1G05805,0.00050433347
AT1G05810,0.000305964
AT1G05820,0.00033432237
AT1G05830,9.9636585e-05
AT1G05835,0.0006931389
AT1G05840,5.2834243e-05
AT1G05850,0.00050270185
AT1G05860,0.0004184289
AT1G05870,0.00032320392
AT1G05880,0.0005674469
AT1G05890,0.00041842338
AT1G05894,0.0004433691
AT1G05900,0.00034526095
AT1G05910,0.0007778078
AT1G05920,0.0008035292
AT1G05930,0.0002696875
AT1G05940,0.0006828006
AT1G05950,0.00051929906
AT1G05960,0.00076453574
AT1G05970,0.00018209114
AT1G05990,0.0008737681
AT1G06000,0.0005527941
AT1G06002,0.0004202876
AT1G06010,9.030837e-05
AT1G06020,0.0004386282
AT1G06030,0.0006120553
AT1G06040,3.5814592e-06
AT1G06050,0.0022367267
AT1G06060,0.00017144834
AT1G06070,0.00046640105
AT1G06080,0.00041902342
AT1G06090,0.00026337832
AT1G06100,0.0011246463
AT1G06110,0.0011567753
AT1G06120,6.9378293e-06
AT1G06130,0.00029949634
AT1G06135,0.00011787156
