Gene Name,RMSE
AT1G01010,0.00025734608
AT1G01020,0.0023693577
AT1G01030,0.0011566833
AT1G01040,0.00021801706
AT1G01046,0.00031544204
AT1G01050,2.6217269e-05
AT1G01060,0.00070260424
AT1G01070,0.00019566194
AT1G01080,0.0028001275
AT1G01090,0.000108767155
AT1G01100,0.00068189076
AT1G01110,2.7956557e-06
AT1G01120,0.00035970213
AT1G01130,0.00057375786
AT1G01140,0.0006904658
AT1G01150,0.0005100127
AT1G01160,0.0011658474
AT1G01170,0.00019854508
AT1G01180,0.00034716108
AT1G01190,0.0012341221
AT1G01200,0.0011780569
AT1G01210,0.0013350106
AT1G01220,0.0019403056
AT1G01225,0.00045712024
AT1G01230,0.0011134914
AT1G01240,0.0002728484
AT1G01250,0.0005461668
AT1G01260,9.31141e-05
AT1G01280,0.00031519562
AT1G01290,0.00025694823
AT1G01300,0.0004773413
AT1G01310,0.00033710245
AT1G01320,0.00092391996
AT1G01340,0.00017846213
AT1G01350,0.0012402775
AT1G01355,0.0006671191
AT1G01360,0.0033852188
AT1G01370,0.0029110035
AT1G01380,0.0029974133
AT1G01390,0.001949435
AT1G01410,0.007186098
AT1G01420,0.009244374
AT1G01430,0.012039521
AT1G01440,0.0044352747
AT1G01448,0.0003200691
AT1G01450,0.0005719473
AT1G01453,0.00062765594
AT1G01460,0.0022464176
AT1G01470,0.0002850609
AT1G01480,0.0013953382
AT1G01490,0.0001949768
AT1G01500,0.00034881418
AT1G01510,0.00073297083
AT1G01520,0.00021591636
AT1G01530,0.0016644851
AT1G01540,0.0010755416
AT1G01550,0.001648847
AT1G01560,5.3548836e-05
AT1G01570,0.0011141942
AT1G01580,0.000756384
AT1G01590,0.000656593
AT1G01600,0.00030048128
AT1G01610,0.0009763832
AT1G01620,0.002319173
AT1G01630,0.002713222
AT1G01640,0.00015966155
AT1G01650,7.339282e-05
AT1G01660,0.000105714134
AT1G01670,0.0014473589
AT1G01680,0.0024320052
AT1G01690,0.0025594514
AT1G01695,0.0012994338
AT1G01700,0.000782741
AT1G01710,0.00028933992
AT1G01720,0.0044360757
AT1G01725,0.00094514334
AT1G01730,0.0004167555
AT1G01740,0.00090430706
AT1G01750,0.0002139962
AT1G01760,0.0005055056
AT1G01770,0.00028553288
AT1G01780,0.0011343975
AT1G01790,0.0014218742
AT1G01800,0.00059284
AT1G01810,0.0005204063
AT1G01820,0.0009220264
AT1G01830,0.00019333279
AT1G01840,0.0004443442
AT1G01860,0.000604053
AT1G01880,0.00063272304
AT1G01900,0.00071234646
AT1G01910,0.0009682245
AT1G01920,0.0009960511
AT1G01930,0.00048183557
AT1G01940,0.00023306833
AT1G01950,0.00066155597
AT1G01960,0.00027250982
AT1G01970,0.00017772987
AT1G01980,0.00026994984
AT1G01990,0.0009933657
AT1G02000,0.000596937
AT1G02010,0.0004008177
AT1G02020,0.0006565214
AT1G02030,0.00024960202
AT1G02040,0.0013759438
AT1G02050,0.0004984808
AT1G02060,0.0002723068
AT1G02065,0.0005027789
AT1G02070,0.0010290404
AT1G02080,0.00043679375
AT1G02090,0.00027686873
AT1G02100,0.00015873372
AT1G02110,0.0005380252
AT1G02120,0.0017493983
AT1G02130,0.0009930336
AT1G02140,0.00027366282
AT1G02145,5.735093e-05
AT1G02150,0.00016083606
AT1G02160,0.003265841
AT1G02170,0.00035648164
AT1G02180,0.0008411161
AT1G02190,0.00048638004
AT1G02205,0.0006112622
AT1G02220,0.0016976807
AT1G02230,0.0017361863
AT1G02250,0.00030270108
AT1G02260,0.00040543836
AT1G02270,0.0009328943
AT1G02280,0.0019059645
AT1G02290,0.00027427677
AT1G02300,0.0026008273
AT1G02305,0.000720306
AT1G02310,0.0012174101
AT1G02330,0.0002838304
AT1G02335,0.00052450545
AT1G02340,0.0014130544
AT1G02350,0.00053323654
AT1G02360,0.00020233549
AT1G02370,0.0007010456
AT1G02380,0.0010609283
AT1G02390,0.000820713
AT1G02400,0.00061621075
AT1G02405,0.0005885267
AT1G02410,0.001569653
AT1G02420,0.0010538433
AT1G02430,0.00016314448
AT1G02440,0.00040690793
AT1G02450,0.00027478428
AT1G02460,0.00036979336
AT1G02470,0.0004636876
AT1G02475,0.001821907
AT1G02500,0.00068754697
AT1G02510,0.00049065135
AT1G02520,0.0005249139
AT1G02530,0.0008845918
AT1G02560,0.00047336204
AT1G02570,0.00035219523
AT1G02575,0.0005672988
AT1G02580,0.00031183212
AT1G02610,0.00010702305
AT1G02620,0.00045061373
AT1G02630,0.0015162122
AT1G02640,0.0007063117
AT1G02650,0.0005329398
AT1G02660,0.00010220519
AT1G02670,1.0256503e-05
AT1G02680,0.0005287322
AT1G02681,6.9609145e-05
AT1G02690,1.8502178e-06
AT1G02700,0.0046912036
AT1G02710,0.00035062284
AT1G02720,8.311734e-05
AT1G02730,0.000101132566
AT1G02740,0.0006363839
AT1G02750,0.0005003387
AT1G02770,0.0001930146
AT1G02780,0.00067024166
AT1G02800,0.00036424014
AT1G02810,0.002551556
AT1G02813,0.0002286928
AT1G02816,0.0010657377
AT1G02820,0.0010369085
AT1G02830,0.00021440993
AT1G02840,0.0003958813
AT1G02850,0.0016151608
AT1G02860,0.00022818634
AT1G02870,0.00024245007
AT1G02880,0.0003330719
AT1G02890,0.00018533196
AT1G02900,0.001039685
AT1G02910,0.0001939274
AT1G02920,0.0003518137
AT1G02930,0.009670362
AT1G02940,0.002929713
AT1G02950,0.0053161625
AT1G02952,0.010772474
AT1G02960,0.002322871
AT1G02970,0.00015077463
AT1G02980,0.0006738582
AT1G02990,0.0005025242
AT1G03000,0.00050719315
AT1G03010,0.0002809466
AT1G03020,0.00055221084
AT1G03030,0.0019652983
AT1G03040,0.00055516575
AT1G03050,0.00021331615
AT1G03055,0.001595611
AT1G03060,0.00018586195
AT1G03070,3.0867232e-06
AT1G03080,0.0005721972
AT1G03090,0.00011450521
AT1G03100,3.0313095e-05
AT1G03103,0.0009828561
AT1G03106,0.0001299091
AT1G03110,0.0010412534
AT1G03120,0.00047578177
AT1G03130,0.00022391547
AT1G03140,0.00020336038
AT1G03150,0.0011772828
AT1G03160,0.00030533003
AT1G03170,0.00069403835
AT1G03180,0.00042428393
AT1G03190,0.00041618553
AT1G03200,0.00026100982
AT1G03210,0.003622799
AT1G03220,0.00065905217
AT1G03230,0.00087481365
AT1G03240,0.0027367647
AT1G03250,0.0016292221
AT1G03260,0.00023827035
AT1G03270,2.526799e-05
AT1G03280,4.783692e-05
AT1G03290,0.00048955437
AT1G03300,0.000402828
AT1G03310,0.00046247852
AT1G03320,0.0007108148
AT1G03330,0.0012420423
AT1G03340,0.0002607781
AT1G03350,0.0006686097
AT1G03360,0.0006102271
AT1G03365,0.00024936302
AT1G03370,0.00095083186
AT1G03380,0.00019317417
AT1G03390,0.0010704795
AT1G03400,0.0003043342
AT1G03410,0.0010576355
AT1G03420,0.00025545835
AT1G03430,0.00067197724
AT1G03440,0.0008862766
AT1G03445,0.00020221126
AT1G03457,3.6760277e-05
AT1G03470,0.0011817059
AT1G03475,0.0019928175
AT1G03495,0.0036295606
AT1G03510,0.0005286089
AT1G03520,0.0020832769
AT1G03530,0.00012841081
AT1G03540,7.479917e-05
AT1G03545,0.0007251232
AT1G03550,0.0030799187
AT1G03560,0.0008995264
AT1G03580,0.00020819216
AT1G03590,0.0005339945
AT1G03600,0.0006112608
AT1G03610,0.0002595458
AT1G03620,0.00039822608
AT1G03630,0.00031967118
AT1G03650,7.518375e-05
AT1G03660,0.0008871941
AT1G03670,0.00062264
