gene_ID,C_0,C_15,C_30,C_60,S_0,S_15,S_30,S_60,WT_0,WT_15,WT_30,WT_60,log2fc_C_0_WT_0,log2fc_C_15_WT_15,log2fc_C_30_WT_30,log2fc_C_60_WT_60,log2fc_S_0_WT_0,log2fc_S_15_WT_15,log2fc_S_30_WT_30,log2fc_S_60_WT_60,qC_0_WT_0,qC_15_WT_15,qC_30_WT_30,qC_60_WT_60,qS_0_WT_0,qS_15_WT_15,qS_30_WT_30,qS_60_WT_60,cluster
AT3G23120,3.35791,1.3503,2.06393,7.2187,5.015,1.80583,3.05375,8.60496,8.31278,2.10514,5.12519,18.7739,1.30777,0.640635,1.31221,1.37892,0.72908,0.221249,0.747023,1.12549,0.0277452,0.895841,0.0220541,0.00225554,0.444981,0.999842,0.403215,0.0277452,2
AT3G25010,2.42983,0.809661,1.14622,2.06809,3.97681,1.11211,1.05516,1.85985,3.98145,1.16728,1.99278,6.45033,0.712434,0.527763,0.7979,1.64108,0.00168203,0.0698527,0.917322,1.79418,0.464688,0.999842,0.533983,0.00415009,0.999842,0.999842,0.383766,0.00225554,2
AT3G25620,0.607382,0.608497,0.551543,0.755614,0.647709,0.51617,0.570311,0.463997,1.27316,0.730849,0.776659,1.50227,1.06774,0.264323,0.493806,0.991419,0.974999,0.501727,0.445533,1.69495,0.32231,0.999842,0.999842,0.393371,0.448151,0.999842,0.999842,0.0299199,2
AT3G26210,3.16075,1.728,3.16056,14.1343,5.33158,2.72784,3.43076,14.4222,11.5722,1.45309,10.2715,34.9899,1.87233,-0.24998,1.7004,1.30774,1.11803,-0.908638,1.58205,1.27865,0.00415009,0.999842,0.0208548,0.0593278,0.0619243,0.632289,0.0118963,0.0381382,2
AT3G26220,2.32162,1.98126,2.42729,3.77074,2.25121,1.88804,2.46375,4.11883,6.99959,3.38267,7.78256,11.0579,1.59214,0.771742,1.6809,1.55215,1.63657,0.841273,1.65939,1.42477,0.00587253,0.715627,0.0243883,0.0196585,0.00415009,0.56703,0.015928,0.0266529,2
AT3G26230,7.22912,5.5109,6.73058,8.26004,7.91416,6.70753,6.80096,10.5463,15.6455,8.69015,12.8947,17.592,1.11386,0.657093,0.937971,1.0907,0.983241,0.3736,0.922963,0.738185,0.0171885,0.642137,0.222316,0.0439841,0.0686527,0.999842,0.143766,0.269295,2
AT3G28890,0.228674,0.0675684,0.137262,0.540779,0.560679,0.134241,0.152996,0.551553,0.708018,0.515769,1.11968,3.50468,1.63049,2.9323,3.02808,2.69617,0.33661,1.9419,2.87152,2.66771,0.651949,0.40504,0.0495276,0.0330747,0.999842,0.433462,0.173618,0.0255307,2
AT3G29250,0.886668,3.28045,0.424389,3.24593,1.78902,0.582635,3.67416,1.70386,5.42086,0.220726,1.9695,9.37817,2.61206,-3.89357,2.21437,1.53068,1.59935,-1.40034,-0.899583,2.4605,0.00901084,0.0243883,0.174155,0.164776,0.196675,0.787842,0.999842,0.00225554,2
AT3G45060,1.80926,4.48087,0.946941,4.81889,0.771186,0.47085,1.71427,2.77782,8.156,0.304626,0.906412,31.4699,2.17246,-3.87867,-0.0631079,2.7072,3.40271,-0.628226,-0.919359,3.50194,0.00748685,0.00225554,0.999842,0.00225554,0.00225554,0.999842,0.687424,0.00225554,2
AT3G45860,1.30444,0.723948,0.711043,1.52487,2.96803,0.887631,0.775836,1.32891,7.32993,4.95674,5.49968,15.9487,2.49037,2.77543,2.95134,3.38668,1.30429,2.48136,2.82552,3.58512,0.00225554,0.00225554,0.00225554,0.00225554,0.0888337,0.00225554,0.00225554,0.00225554,2
AT3G46080,55.559,19.0442,6.35087,25.5417,9.88246,12.3493,26.9195,35.9388,10.6869,12.7325,13.1606,28.8826,-2.37818,-0.580843,1.0512,0.177345,0.112903,0.0440761,-1.03243,-0.315338,0.00225554,0.999842,0.528714,0.999842,0.999842,0.999842,0.441793,0.999842,2
AT3G46660,7.08794,2.95523,10.2829,9.83656,18.0014,3.69769,10.7628,16.0165,8.76279,18.0155,6.72333,44.5025,0.306024,2.6079,-0.612998,2.17766,-1.03865,2.28454,-0.678813,1.47432,0.999842,0.180647,0.999842,0.0430158,0.842317,0.0789703,0.928924,0.304433,2
AT3G47480,8.72145,6.4413,3.74173,9.40305,7.58412,5.93964,6.16392,11.0941,15.6373,11.7144,10.399,25.0476,0.842349,0.862861,1.47467,1.41347,1.04393,0.979838,0.754531,1.17488,0.462386,0.756045,0.123988,0.0266529,0.310689,0.515254,0.74167,0.102638,2
AT3G48080,0.625862,0.15619,0.340732,0.94715,1.63683,0.376716,0.444589,0.903778,2.9728,0.357255,0.925172,4.2766,2.24791,1.19365,1.44109,2.1748,0.860921,-0.07652,1.05725,2.24242,0.00748685,0.849762,0.311427,0.00415009,0.529508,0.999842,0.532012,0.00225554,2
AT3G48360,2.81288,0.737624,0.922445,1.14446,0.661642,0.819496,1.18913,1.28259,0.687516,1.965,1.96392,3.19857,-2.03259,1.41357,1.0902,1.48276,0.0553423,1.26172,0.723828,1.31837,0.028818,0.223811,0.426147,0.103348,0.999842,0.349282,0.846633,0.188206,2
AT3G48520,5.71183,6.42549,17.2866,19.3975,16.6255,0.379799,13.3714,34.0648,18.1934,22.1426,12.5369,125.55,1.67139,1.78495,-0.463467,2.69431,0.130022,5.86544,-0.0929649,1.8819,0.00225554,0.00415009,0.999842,0.00225554,0.999842,0.00225554,0.999842,0.0196585,2
AT3G51330,0.754729,0.3422,0.32778,1.20115,1.64168,0.728384,0.687297,1.49656,2.15406,0.631161,1.71247,3.27148,1.51303,0.883171,2.38528,1.44552,0.391884,-0.20669,1.31708,1.1283,0.0858357,0.996612,0.0243883,0.0567395,0.999842,0.999842,0.217105,0.224759,2
AT3G51660,22.4985,14.0106,17.367,57.8522,20.0795,12.6579,19.1347,41.3292,20.4749,13.2748,22.4538,90.7644,-0.135967,-0.0778354,0.370614,0.649755,0.0281375,0.0686443,0.230771,1.13497,0.999842,0.999842,0.999842,0.459567,0.999842,0.999842,0.999842,0.0196585,2
AT3G53040,0.432514,0.0272181,0.0216271,0.039188,0.0668217,0.0876943,0.389367,0.157933,0.0871679,0.00845989,0.268606,2.69889,-2.31088,-1.68585,3.63458,6.10581,0.383478,-3.37377,-0.535637,4.09498,0.308723,1,1,0.0850726,1,1,0.999842,0.0196585,2
AT3G53160,4.52354,0.498352,0.200524,0.630132,1.18067,0.684581,5.77464,3.21096,2.14507,0.409891,2.04682,2.82379,-1.07643,-0.281925,3.35154,2.16391,0.861415,-0.739981,-1.49635,-0.185373,0.505349,0.999842,0.00225554,0.0132684,0.867398,0.999842,0.13653,0.999842,2
AT3G55970,11.5552,10.7476,31.1776,31.2343,38.92,4.77849,12.9889,24.1104,22.9521,42.1544,24.6299,91.1095,0.990082,1.97167,-0.340101,1.54447,-0.761884,3.14106,0.923131,1.91795,0.198234,0.00225554,0.999842,0.0330747,0.712159,0.00225554,0.268495,0.00415009,2
AT3G57010,3.27988,3.92172,4.08606,4.1447,11.6692,4.97552,15.5008,10.6488,4.17877,4.671,3.10332,19.5935,0.349437,0.252244,-0.396898,2.24104,-1.48155,-0.0911158,-2.32046,0.879684,0.999842,0.999842,0.999842,0.00415009,0.0439841,0.999842,0.00225554,0.604416,2
AT3G57240,0.110751,0.00609036,0.0114838,0.270707,0.562327,0.0516434,0.0204956,0.26325,0.54862,0.0243833,0.28679,3.75223,2.30848,2.0013,4.64232,3.79295,-0.0356018,-1.08269,3.80661,3.83324,0.380365,1,1,0.00587253,0.999842,1,1,0.00225554,2
AT3G57260,18.3353,9.70831,14.782,19.0068,37.4325,9.64746,7.87719,17.8697,38.8736,13.5708,31.5706,101.836,1.08416,0.483216,1.09474,2.42167,0.0545017,0.492288,2.00283,2.51067,0.0196585,0.994369,0.0873508,0.00225554,0.999842,0.98746,0.00225554,0.00225554,2
AT3G57520,29.4614,18.7971,24.884,34.1249,26.9509,21.6451,72.0603,61.6238,56.8538,37.0813,52.2732,106.631,0.948432,0.980183,1.07085,1.64373,1.07692,0.77665,-0.463134,0.791062,0.361153,0.13653,0.172545,0.0255307,0.237594,0.325335,0.999842,0.699924,2
AT3G61890,44.1909,19.4412,16.302,18.5016,67.5282,31.4149,46.5835,33.6007,81.4711,17.5565,27.5864,66.8572,0.882538,-0.147118,0.758908,1.85343,0.270798,-0.839446,-0.75586,0.992592,0.192441,0.999842,0.272282,0.00748685,0.999842,0.261001,0.274774,0.298437,2
AT3G63060,6.914,3.7557,5.97197,5.92962,6.22774,3.86238,8.92796,8.84487,8.86173,4.60748,7.29037,16.8016,0.358068,0.294899,0.287784,1.50258,0.50888,0.25449,-0.292339,0.925683,0.999842,0.999842,0.999842,0.028818,0.931395,0.999842,0.999842,0.341256,2
AT4G00700,0.422307,0.195126,0.180497,0.808105,0.614027,0.297741,0.384841,0.427327,2.60181,0.400531,1.2849,2.83658,2.62315,1.03751,2.83161,1.81154,2.08314,0.427857,1.73932,2.73074,0.00225554,0.788796,0.00225554,0.0255307,0.00587253,0.999842,0.0540901,0.00225554,2
AT4G01430,5.27778,4.41518,3.0832,4.98752,8.47433,2.8122,4.01405,2.25576,14.6725,5.56164,9.70443,13.5669,1.47511,0.333039,1.65421,1.44369,0.791946,0.983811,1.27358,2.5884,0.0208548,0.999842,0.00225554,0.0410864,0.511762,0.334903,0.108806,0.00225554,2
AT4G02280,1.33505,1.33927,1.29764,1.59065,2.69002,1.76052,3.14737,1.3611,3.1001,1.19407,1.69354,5.71754,1.21542,-0.165563,0.384151,1.84578,0.204696,-0.560116,-0.894111,2.07062,0.127806,0.999842,0.999842,0.00748685,0.999842,0.983535,0.272711,0.00415009,2
AT4G03540,0.0421724,0,0.055472,0.0205057,0,0,0.0874988,0.019152,0.543636,0,0.419797,0.705384,3.68827,0,2.91986,5.10431,65535,0,2.26236,5.20284,0.997777,1,1,0.472709,0.0104867,1,1,0.46013,2
AT4G04480,0.00469911,0.556303,0.332161,0.575512,0,0.570481,0.414101,1.20773,0,1.40535,0.584164,3.58343,65535,1.33699,0.81449,2.63842,0,1.30068,0.496393,1.56904,1,0.527206,0.999842,0.00587253,1,0.502975,0.999842,0.165894,2
AT4G04500,0.116029,0.0701424,0.0454235,0.36148,0.294023,0.0893185,0.0454016,0.242477,0.46716,0.25533,0.37883,1.44279,2.00943,1.864,3.06004,1.99688,0.667989,1.51533,3.06074,2.57294,0.177469,1,0.139548,0.160184,0.999842,1,0.209762,0.0220541,2
AT4G04510,0.169329,0.0258872,0.0796774,0.490383,0.174549,0.0622364,0.1099,0.548357,0.232805,0.14188,0.377057,2.68102,0.459296,2.45436,2.24254,2.4508,0.415487,1.18884,1.77859,2.28959,1,1,0.208798,0.00748685,1,1,0.425508,0.00901084,2
AT4G05100,0.956953,0.811941,0.945532,1.29456,2.47968,0.801911,3.01025,1.57847,2.73411,1.4733,1.76586,5.90403,1.51455,0.859608,0.901173,2.18924,0.140915,0.87754,-0.76951,1.90317,0.160763,0.921444,0.792959,0.00225554,0.999842,0.889769,0.822831,0.0266529,2
AT4G09200,1.64148,0.183951,0.664097,1.14067,0.767785,0.529278,0.897149,0.406034,0.185565,0.484359,0.89297,1.44291,-3.145,1.39675,0.427217,0.339105,-2.04878,-0.127952,-0.00673625,1.82932,0.0208548,0.672632,0.999842,0.999842,0.183871,0.999842,0.999842,0.150264,2
AT4G10500,0.979171,0.144241,0.18185,0.591312,1.78525,0.199629,0.0937293,0.215473,3.16443,0.195558,0.541141,3.9593,1.69231,0.43912,1.57326,2.74326,0.825819,-0.0297201,2.52943,4.19967,0.0835581,1,0.524167,0.00748685,0.794209,1,0.311427,0.00901084,2
AT4G11070,0.207904,0.488652,0.191291,0.212415,0.149393,0.472871,0.266458,0.463947,0.175812,0.430768,0.400602,1.51371,-0.241888,-0.181898,1.0664,2.83313,0.234921,-0.134538,0.588261,1.70606,1,0.999842,0.988598,0.0401162,1,0.999842,0.999842,0.240326,2
AT4G11890,9.85883,2.91735,4.1315,15.6455,10.6318,5.83348,12.6183,19.579,11.9332,3.41824,7.44763,46.4864,0.275495,0.228594,0.850115,1.57106,0.166598,-0.771106,-0.760667,1.2475,0.999842,0.999842,0.333381,0.00225554,0.999842,0.748724,0.391726,0.00901084,2
AT4G11910,0.412289,0.877368,0.379489,0.755606,1.05292,0.493616,1.27909,0.502957,4.13544,0.309848,3.12235,5.96206,3.32631,-1.50162,3.0405,2.98011,1.97365,-0.671827,1.28751,3.5673,0.00748685,0.580121,0.00225554,0.00225554,0.0584616,0.999842,0.43973,0.00225554,2
AT4G14400,54.3945,14.6908,38.5777,65.4593,86.4174,32.7898,37.7625,62.971,157.841,40.1956,102.867,203.22,1.53694,1.45212,1.41494,1.63438,0.869082,0.293793,1.44575,1.69028,0.00225554,0.00225554,0.0220541,0.00225554,0.265458,0.999842,0.00225554,0.00225554,2
AT4G15610,9.58813,7.40881,3.13361,15.1965,8.74693,2.21498,12.5532,7.29632,23.9141,8.71558,23.3037,45.241,1.31854,0.234354,2.89466,1.57389,1.45101,1.9763,0.892504,2.63239,0.138926,0.999842,0.00225554,0.0341157,0.101929,0.00901084,0.551859,0.00225554,2
AT4G16740,0.0420658,0.0601746,0.550152,0.940298,0.0699905,0.0103623,0.0370224,0.473932,0.787058,0.309212,1.45049,3.80597,4.22575,2.36137,1.39864,2.01708,3.49124,4.89918,5.292,3.00551,0.999842,0.999842,0.999842,0.550383,0.999842,0.999842,0.999842,0.00225554,2
AT4G18980,0.949269,1.19662,0.301856,0.72502,1.68262,0.469035,2.46737,1.63344,3.50127,1.1002,2.64822,13.4442,1.88299,-0.121202,3.13309,4.21282,1.05717,1.22999,0.102048,3.04099,0.219061,0.999842,0.103348,0.00225554,0.890888,0.87369,0.999842,0.0146178,2
AT4G20110,3.83631,2.65357,2.09028,5.15464,5.20574,3.31948,4.09984,5.48388,12.6049,2.40064,8.1696,12.9747,1.7162,-0.144517,1.96657,1.33176,1.27581,-0.467542,0.9947,1.24243,0.00225554,0.999842,0.00225554,0.0104867,0.0299199,0.999842,0.222316,0.0266529,2
AT4G20320,6.26671,0.828295,0.778316,0.799671,2.09773,0.886278,2.58763,1.79426,0.82167,0.43398,0.73334,2.23464,-2.93108,-0.932514,-0.0858725,1.48256,-1.3522,-1.03013,-1.81907,0.316653,0.00225554,0.73167,0.999842,0.0850726,0.159601,0.601818,0.0146178,0.999842,2
AT4G23140,2.06612,1.05422,2.11751,10.0547,3.95093,1.15535,2.86114,10.0758,5.50034,2.53363,9.27146,43.5704,1.4126,1.26502,2.13043,2.11548,0.477328,1.13287,1.69621,2.11246,0.0146178,0.150873,0.00225554,0.00225554,0.970256,0.250005,0.00901084,0.00225554,2
AT4G23150,0.438337,0.199387,0.201038,1.23973,0.753115,0.243475,0.330151,0.653515,1.09233,0.538677,1.26502,3.78981,1.3173,1.43385,2.65363,1.6121,0.53647,1.14565,1.93797,2.53583,0.29101,0.555568,0.0208548,0.0232287,0.999842,0.817052,0.0653304,0.00225554,2
AT4G24000,2.2528,3.92724,0.742978,6.29357,11.0504,3.12277,10.8878,6.27486,13.1258,3.80776,6.77809,26.523,2.54262,-0.0445719,3.18949,2.07529,0.248309,0.286117,-0.683756,2.07959,0.00225554,0.999842,0.00225554,0.00587253,0.999842,0.999842,0.775922,0.00587253,2
AT4G29930,0.0582897,0.184869,0.329248,0.908144,0.151604,0.169666,0.0647109,0.70194,0.162527,0.540658,0.522935,1.79071,1.47936,1.54822,0.667456,0.979537,0.10037,1.67202,3.01455,1.35111,1,0.535204,0.999842,0.686508,1,0.87749,0.0410864,0.282258,2
AT4G37390,0.772933,0.0768008,0.0851106,0.0903015,0.129109,0.185409,2.24881,1.74087,0.359109,0.108728,0.139649,1.25898,-1.10592,0.501529,0.714397,3.80136,1.47583,-0.769987,-4.00928,-0.467561,0.816074,1,1,0.0266529,0.770265,1,0.00901084,0.999842,2
AT4G37430,11.3227,9.33181,13.2507,16.4633,18.628,8.82427,16.0999,12.6176,22.8943,12.9902,19.8943,59.3063,1.01577,0.477194,0.586285,1.84893,0.297511,0.557874,0.305301,2.23275,0.141395,0.922421,0.722442,0.0255307,0.999842,0.792851,0.999842,0.00415009,2
AT4G37990,83.4381,31.5796,21.4798,32.3765,70.8532,13.2159,74.9178,48.4679,101.465,70.152,83.8801,237.031,0.282199,1.15149,1.96535,2.87206,0.518074,2.40821,0.16302,2.28998,0.999842,0.291464,0.0146178,0.00225554,0.999842,0.00225554,0.999842,0.00415009,2
AT4G38000,0.387675,0.0995429,0.109613,0.179862,0.629754,0.281508,2.23618,0.411753,0.874615,0.26207,1.11842,4.32962,1.1738,1.39656,3.35097,4.58928,0.473861,-0.10322,-0.999574,3.39439,0.967016,1,0.148489,0.0171885,0.999842,1,0.893583,0.0341157,2
AT4G04490,1.89467,0.822524,1.24045,4.63318,1.98922,1.15758,2.09291,4.96857,4.60544,1.68761,4.53427,14.4624,1.28139,1.03686,1.87001,1.64223,1.21114,0.54388,1.11536,1.54141,0.109513,0.574824,0.00415009,0.00587253,0.130284,0.999842,0.178486,0.00225554,2
AT4G04695,1.99989,1.04065,1.28748,2.18859,2.881,1.79786,1.48096,2.59972,3.21656,1.64682,2.12336,5.99883,0.685597,0.662196,0.721793,1.45468,0.158947,-0.126596,0.51982,1.20633,0.745324,0.985796,0.800809,0.0184341,0.999842,0.999842,0.999842,0.0610611,2
AT4G04700,0.689323,0.678699,0.558561,0.746467,0.622261,0.666458,0.707366,1.23989,0.738073,1.17808,0.970887,2.50509,0.0985832,0.795599,0.797588,1.74671,0.246243,0.821856,0.456848,1.01466,0.999842,0.916113,0.876797,0.0341157,0.999842,0.877282,0.999842,0.383434,2
AT4G13790,0,0,0,0,0.042507,0,0.0205251,0,0.0406612,0.0518078,0.203101,1.18408,65535,65535,65535,65535,-0.0640475,65535,3.30674,65535,1,1,1,0.00225554,1,1,1,0.00225554,2
AT4G14365,9.413,22.421,33.2761,104.045,8.39733,21.8248,46.5309,126.401,18.3746,61.891,77.4369,194.126,0.964988,1.46488,1.21854,0.899778,1.12971,1.50376,0.734833,0.618985,0.0743116,0.00225554,0.00587253,0.203282,0.0277452,0.00225554,0.320067,0.724413,2
AT4G15200,0.232186,0.517848,1.42249,0.920907,0.372508,0.171914,0.13039,0.596006,0.283839,1.33424,1.07906,2.31329,0.289792,1.36542,-0.398649,1.32882,-0.392201,2.95626,3.04887,1.95655,0.999842,0.889915,0.999842,0.143766,0.999842,0.0619243,0.212651,0.00901084,2
AT4G16260,1.63806,0.980401,0.515265,3.94068,2.64843,0.864455,3.58221,2.776,10.1229,0.990114,6.2769,7.71286,2.62756,0.0142237,3.60667,0.968822,1.93441,0.195805,0.809201,1.47426,0.00225554,0.999842,0.00225554,0.406259,0.00901084,0.999842,0.721536,0.0593278,2
AT4G18540,0,1.1552,0.559965,0.97646,0,0.992664,1.05842,2.15355,0.00840611,1.77401,1.01004,4.20192,65535,0.618873,0.851008,2.10542,65535,0.837638,-0.0674975,0.964331,1,0.999842,0.859834,0.00748685,1,0.809896,0.999842,0.470404,2
AT4G19700,9.17447,5.98185,6.81893,8.21453,9.77562,5.90073,8.14129,8.56611,12.0848,6.97064,11.789,19.6096,0.397499,0.2207,0.789821,1.25531,0.305936,0.240397,0.534107,1.19485,0.999842,0.999842,0.393997,0.0220541,0.999842,0.999842,0.829558,0.0361308,2
AT4G19810,1.99357,3.61534,0.977838,3.77537,2.67178,1.48036,2.98241,4.72837,4.07272,0.563407,1.94913,7.14787,1.03064,-2.68188,0.995165,0.920897,0.608193,-1.3937,-0.613644,0.596169,0.409807,0.0171885,0.594005,0.408159,0.991657,0.385726,0.948658,0.842512,2
AT4G21380,5.26347,2.71654,5.12768,10.652,8.42483,4.47145,5.38081,11.2419,9.36366,4.64224,8.00135,22.486,0.831057,0.77305,0.641938,1.07791,0.152425,0.054081,0.572421,1.00014,0.163617,0.348193,0.422368,0.0184341,0.999842,0.999842,0.567529,0.0361308,2
AT4G21440,0.390366,0.261167,0.383451,0.272145,0.22595,0.0948214,1.37107,0.725956,1.00943,1.01066,1.05695,5.37336,1.37064,1.95225,1.46279,4.30338,2.15947,3.41394,-0.375397,2.88787,0.613122,0.448994,0.439495,0.00225554,0.224301,0.167592,0.999842,0.00587253,2
AT4G22530,5.18132,2.427,4.77714,10.0026,5.60273,3.4931,4.62355,10.8614,4.49973,7.38214,3.7185,16.0765,-0.203483,1.60486,-0.361428,0.684579,-0.316292,1.07953,-0.314282,0.565742,0.999842,0.0458466,0.999842,0.454832,0.999842,0.274379,0.999842,0.723773,2
AT4G23700,0.0879742,0.0853056,0.0332047,0.100764,0.0484285,0.0426412,0.384949,0.0953354,0.604041,0.00605308,0.203993,0.882827,2.77949,-3.8169,2.61906,3.13115,3.64072,-2.81651,-0.916152,3.21105,0.0710676,1,1,0.0351302,0.0710676,1,0.998443,0.0132684,2
AT4G25000,1.26043,4.45407,1.01646,2.82881,4.28745,0.912854,3.86892,0.835218,10.7747,2.00522,10.6918,19.6622,3.09566,-1.15137,3.39488,2.79715,1.32945,1.1353,1.4665,4.55713,0.00225554,0.41011,0.00225554,0.00225554,0.204798,0.53274,0.157823,0.00225554,2
AT4G27410,22.5915,12.1452,15.9817,23.5207,22.6267,12.1726,37.0255,31.1451,38.4463,25.5417,31.7968,80.3388,0.767066,1.07247,0.992459,1.77216,0.764822,1.06921,-0.219637,1.36709,0.493133,0.12592,0.130284,0.0184341,0.67444,0.120122,0.999842,0.0766814,2
AT4G28140,3.91932,2.02874,3.81946,5.27969,1.83393,2.24111,12.5484,5.55233,1.19791,2.8077,3.18305,10.3355,-1.71009,0.468803,-0.262961,0.969077,-0.614426,0.325176,-1.97902,0.896437,0.0495276,0.999842,0.999842,0.236194,0.999842,0.999842,0.00225554,0.414567,2
AT4G33150,2.95172,2.22197,2.36695,7.43642,16.8338,3.75543,12.7556,6.07432,19.69,2.6338,11.0596,50.9603,2.73783,0.245306,2.2242,2.77669,0.226099,-0.511831,-0.205831,3.06858,0.00225554,0.999842,0.00901084,0.00225554,0.999842,0.999842,0.999842,0.00225554,2
AT4G36700,0.535092,0.651907,0.0464059,0.646751,1.14198,0.597796,1.74638,1.79966,2.08744,0.0519991,0.151626,4.56427,1.96387,-3.64811,1.70814,2.8191,0.87019,-3.52309,-3.52578,1.34266,0.0361308,0.243102,1,0.00225554,0.746945,0.260535,0.00415009,0.306375,2
AT4G36950,3.89061,3.27791,8.99638,20.4686,4.14372,2.63262,6.72735,14.7176,5.7342,8.35279,4.60467,32.1366,0.559596,1.34948,-0.966246,0.650806,0.468665,1.66576,-0.546939,1.12668,0.859328,0.0439841,0.22001,0.451682,0.981426,0.0118963,0.835618,0.0220541,2
AT4G37370,15.7346,13.9013,16.6106,21.0921,7.23878,12.0421,37.9189,32.1333,27.1113,22.7718,31.6956,60.0942,0.784951,0.712034,0.932178,1.51052,1.90507,0.919157,-0.258633,0.903157,0.742569,0.338295,0.24724,0.00225554,0.00748685,0.126557,0.999842,0.150264,2
AT5G05220,1.40996,0.448139,0.424356,0.391778,1.71789,0.874734,26.7014,6.80476,0.71564,0.244887,1.50135,17.6649,-0.978344,-0.871833,1.82291,5.49471,-1.26333,-1.83673,-4.15258,1.37627,0.997777,0.999842,0.507341,0.00415009,0.797983,0.801412,0.00225554,0.288964,2
AT5G10300,6.43924,6.90437,10.7758,12.5594,7.74582,5.77157,8.54225,15.6947,12.9458,10.7811,14.6155,38.8023,1.00752,0.642917,0.4397,1.62738,0.740991,0.901464,0.774809,1.30587,0.24494,0.73457,0.988185,0.015928,0.593511,0.303253,0.377662,0.0653304,2
AT5G10410,3.33923,2.5463,2.41698,3.78551,3.36221,2.38067,2.2552,2.4232,4.69355,3.60669,3.54183,6.3761,0.491167,0.502271,0.551286,0.752185,0.48127,0.599307,0.651237,1.39576,0.977807,0.999842,0.924517,0.49636,0.997735,0.909771,0.779458,0.0220541,2
AT5G13320,7.32018,0.808178,1.48054,3.80168,2.95179,1.03682,3.61174,4.13191,4.26754,1.73838,1.71615,10.0927,-0.778475,1.105,0.21306,1.4086,0.531814,0.745583,-1.07351,1.28843,0.591648,0.38638,0.999842,0.00748685,0.912708,0.809896,0.219535,0.0184341,2
AT5G13330,4.52447,1.97546,5.16841,4.37215,7.12794,2.43194,5.3162,5.61289,4.50211,5.87038,3.73655,12.9122,-0.00714501,1.57127,-0.468015,1.56233,-0.662883,1.27135,-0.50869,1.20192,0.999842,0.0968403,0.999842,0.0171885,0.900136,0.21761,0.999842,0.177969,2
AT5G15960,4.38082,8.01721,14.441,24.3277,48.6203,9.95293,12.1418,15.8272,24.0689,17.1379,18.2967,98.5084,2.4579,1.09602,0.341416,2.01765,-1.01439,0.783998,0.591609,2.63784,0.00225554,0.267631,0.999842,0.00415009,0.244032,0.660738,0.848644,0.00225554,2
AT5G17390,1.91278,0.912792,1.47656,1.12777,2.79159,2.25245,2.90939,1.54634,1.8918,1.98682,1.51797,5.32957,-0.0159144,1.12211,0.0399006,2.24055,-0.561329,-0.181033,-0.938572,1.78516,0.999842,0.617023,0.999842,0.0208548,0.999842,0.999842,0.736271,0.0602062,2
AT5G22500,2.62925,2.75868,1.78244,5.2045,10.3697,2.45757,7.17927,7.60736,2.68699,0.819047,2.41486,17.0847,0.0313377,-1.75196,0.438087,1.71487,-1.94831,-1.58521,-1.5719,1.16724,0.999842,0.0504488,0.999842,0.015928,0.00901084,0.0835581,0.0458466,0.176364,2
AT5G23950,0.260781,0.181669,0.102522,0.342467,0.412004,0.133908,0.273833,0.267938,0.748636,0.14647,0.319344,3.08658,1.52143,-0.310702,1.63917,3.17197,0.861604,0.129368,0.221815,3.52604,0.781086,1,1,0.0146178,0.999842,1,1,0.0309671,2
AT5G24530,11.6833,6.51506,5.73344,12.8833,23.6045,11.7498,8.4982,11.1951,22.0599,7.12547,13.2041,33.0539,0.916987,0.129206,1.20352,1.35932,-0.097634,-0.721575,0.635761,1.56195,0.0975509,0.999842,0.0495276,0.00225554,0.999842,0.604416,0.597326,0.00225554,2
AT5G24860,0.194775,0.280315,0.376254,0.461616,0.691508,0.327926,0.400811,0.434846,6.96783,1.34072,2.50709,7.4686,5.16083,2.25789,2.73623,4.01607,3.33289,2.03157,2.64502,4.10226,0.0726837,0.62833,0.203282,0.0208548,0.0602062,0.63351,0.111548,0.0146178,2
AT5G38770,2.07854,0.672363,0.328543,1.05558,0.435982,0.788349,1.2242,1.32865,0,0,0.429875,0.893131,65535,65535,0.387838,-0.24109,65535,65535,-1.50984,-0.573011,0.028818,1,1,1,1,1,1,1,2
AT5G39050,34.7162,17.8835,38.4448,35.2667,30.3689,24.1387,35.7715,36.0806,39.1513,62.866,37.666,96.2397,0.17345,1.81365,-0.0295258,1.44832,0.366466,1.38093,0.0744524,1.41541,0.999842,0.00225554,0.999842,0.00225554,0.999842,0.0146178,0.999842,0.00225554,2
AT5G40690,6.38318,5.4614,2.87692,4.25955,5.21466,3.05116,7.37905,4.58402,10.4865,3.8594,11.2913,24.2721,0.716189,-0.500894,1.97261,2.51053,1.00789,0.339019,0.613699,2.40461,0.773411,0.999842,0.00415009,0.00225554,0.379669,0.999842,0.854269,0.00225554,2
