gene_ID,WT_0,WT_15,WT_30,WT_60,log2fc_WT_0_WT_15,log2fc_WT_0_WT_30,log2fc_WT_0_WT_60,log2fc_WT_15_WT_30,log2fc_WT_15_WT_60,log2fc_WT_30_WT_60,qWT_0_WT_15,qWT_0_WT_30,qWT_0_WT_60,qWT_15_WT_30,qWT_15_WT_60,qWT_30_WT_60,cluster
AT5G20050,13.6334,15.99,20.9403,30.499,0.230022,0.619141,1.16162,0.389119,0.931597,0.542478,0.999842,0.409456,0.00587253,0.992213,0.0881169,0.60887,3
AT5G20230,198.866,275.364,306.246,1121.59,0.469548,0.622894,2.49568,0.153347,2.02613,1.87278,0.979316,0.767225,0.00225554,0.999842,0.00225554,0.00225554,1
AT5G20250,2.44675,2.11294,4.37298,8.98627,-0.211615,0.837751,1.87686,1.04937,2.08847,1.03911,0.999842,0.407848,0.00225554,0.280615,0.00225554,0.212178,1
AT5G20400,2.11434,0.798422,2.54635,3.43929,-1.40498,0.26822,0.701901,1.6732,2.10689,0.433681,0.289749,0.999842,0.821363,0.131558,0.0266529,0.999842,3
AT5G20480,2.8135,3.20174,3.08775,7.12511,0.18649,0.134189,1.34055,-0.0523016,1.15406,1.20636,0.999842,0.999842,0.00587253,0.999842,0.0476943,0.0146178,1
AT5G22500,2.68699,0.819047,2.41486,17.0847,-1.71397,-0.154048,2.66864,1.55992,4.38261,2.82269,0.0812702,0.999842,0.00225554,0.131558,0.00225554,0.00225554,1
AT5G22520,1.31879,7.37611,3.73631,19.6689,2.48364,1.5024,3.89863,-0.981245,1.41499,2.39623,0.0351302,0.32231,0.00225554,0.603123,0.0983019,0.00225554,1
AT5G22530,0.417316,0.624261,0.595026,5.34936,0.581007,0.51181,3.68015,-0.0691972,3.09915,3.16834,0.999842,0.999842,0.0118963,0.999842,0.0184341,0.0266529,1
AT5G22580,21.4906,12.8168,11.3999,29.5096,-0.74567,-0.914679,0.457479,-0.169009,1.20315,1.37216,0.611523,0.261432,0.999842,0.999842,0.114917,0.0277452,1
AT5G22630,5.97583,12.5041,6.76762,15.4869,1.06519,0.17951,1.37384,-0.885677,0.308654,1.19433,0.0619243,0.999842,0.00225554,0.159017,0.999842,0.0146178,6
AT5G22690,1.68414,7.64198,5.23225,5.63351,2.18194,1.63542,1.74202,-0.546516,-0.439912,0.106603,0.00225554,0.00225554,0.00225554,0.687285,0.958676,0.999842,8
AT5G23510,6.06446,6.6296,13.5675,43.2888,0.128542,1.16171,2.83554,1.03316,2.707,1.67384,0.999842,0.0361308,0.00225554,0.107451,0.00225554,0.00225554,1
AT5G23730,52.0157,51.414,48.3733,23.3242,-0.0167858,-0.104736,-1.15712,-0.0879506,-1.14033,-1.05238,0.999842,0.999842,0.00225554,0.999842,0.0146178,0.0132684,5
AT5G23820,23.1622,76.9052,69.2621,95.1091,1.73131,1.58029,2.03781,-0.151014,0.306503,0.457516,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.860199,8
AT5G24200,4.79599,1.1181,1.80222,4.19392,-2.10078,-1.41206,-0.19353,0.688725,1.90725,1.21853,0.0220541,0.104061,0.999842,0.999842,0.0309671,0.171403,4
AT5G24210,66.9762,138.319,113.856,114.73,1.04628,0.765488,0.776524,-0.280795,-0.26976,0.0110353,0.0410864,0.337526,0.184413,0.999842,0.999842,0.999842,8
AT5G24530,22.0599,7.12547,13.2041,33.0539,-1.63037,-0.740439,0.583391,0.889933,2.21376,1.32383,0.00225554,0.349282,0.49636,0.258859,0.00225554,0.00901084,1
AT5G25050,2.43828,4.05463,4.39358,7.63808,0.733709,0.849536,1.64735,0.115827,0.91364,0.797813,0.555568,0.257527,0.00225554,0.999842,0.180647,0.227637,1
AT5G25170,4.74333,12.5695,9.6835,11.8399,1.40595,1.02963,1.31969,-0.376326,-0.0862695,0.290057,0.00748685,0.0694445,0.0132684,0.999842,0.999842,0.999842,8
AT5G25210,0.453308,0.323368,0.282336,2.5009,-0.487316,-0.683081,2.46389,-0.195765,2.9512,3.14697,0.999842,0.999842,0.0602062,1,0.0320121,0.0371458,1
AT5G25250,8.21825,26.6616,33.0994,69.926,1.69786,2.0099,3.08893,0.31204,1.39107,1.07903,0.00225554,0.00225554,0.00225554,0.999842,0.0146178,0.0858357,1
AT5G25260,1.95299,0.405738,0.717835,10.4334,-2.26706,-1.44396,2.41746,0.823103,4.68452,3.86142,0.0661732,0.149645,0.00225554,0.999842,0.00225554,0.00225554,1
AT5G25450,12.3092,31.2185,40.2229,7.51153,1.34266,1.70828,-0.712558,0.365616,-2.05522,-2.42084,0.0146178,0.00225554,0.552927,0.999842,0.00225554,0.00225554,7
AT5G25460,50.9572,32.2199,28.0957,16.3346,-0.661334,-0.858939,-1.64136,-0.197605,-0.980025,-0.78242,0.478917,0.177469,0.00225554,0.999842,0.0843149,0.273922,2
AT5G25910,0.157156,0.068449,0.406449,1.48762,-1.19909,1.37088,3.24274,2.56997,4.44183,1.87186,1,0.687424,0.0232287,0.140177,0.0171885,0.0661732,1
AT5G25930,1.97838,11.3297,12.9104,23.6236,2.51772,2.70614,3.57784,0.188425,1.06012,0.871696,0.0903116,0.0381382,0.0118963,0.999842,0.257106,0.428566,8
AT5G26030,30.0009,118.951,84.2455,115.874,1.98729,1.48959,1.94948,-0.497694,-0.0378038,0.459891,0.00225554,0.00225554,0.00225554,0.791442,0.999842,0.906881,8
AT5G26690,3.97933,0.485794,0.922285,6.28246,-3.03411,-2.10924,0.658804,0.924869,3.69291,2.76804,0.156065,0.135918,0.943225,0.999842,0.0710676,0.028818,1
AT5G26920,4.49259,32.9857,13.1354,40.6162,2.87622,1.54784,3.17643,-1.32837,0.300215,1.62859,0.00225554,0.00225554,0.00225554,0.00748685,0.999842,0.00415009,6
AT5G27420,3.6014,110.827,35.1836,82.4796,4.94361,3.28827,4.51741,-1.65534,-0.4262,1.22914,0.00225554,0.00225554,0.00225554,0.00225554,0.999842,0.0341157,9
AT5G28610,0,1.27496,0.904921,1.93561,65535,65535,65535,-0.494592,0.602332,1.09692,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.955577,8
AT5G28630,0.519564,86.6796,93.7047,67.0417,7.38225,7.49468,7.01161,0.112429,-0.370633,-0.483062,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.882155,8
AT5G28830,9.3931,8.55154,12.0617,21.5859,-0.135418,0.360764,1.20041,0.496182,1.33583,0.839649,0.999842,0.999842,0.00748685,0.861701,0.00587253,0.126557,1
AT5G33290,6.50732,6.03041,6.47411,13.0793,-0.109807,-0.00738059,1.00715,0.102427,1.11695,1.01453,0.999842,0.999842,0.0718803,0.999842,0.042046,0.0467763,1
AT5G34790,0.516693,0.36991,1.36791,0.283754,-0.482136,1.40459,-0.864669,1.88673,-0.382533,-2.26926,0.999842,0.204798,0.865827,0.0751204,0.999842,0.0171885,7
AT5G35320,31.4803,49.9773,74.584,20.734,0.666823,1.24442,-0.602448,0.577593,-1.26927,-1.84686,0.640097,0.138316,0.826049,0.979051,0.127201,0.0104867,7
AT5G37490,0.0557613,1.31385,0.289763,1.91777,4.55839,2.37754,5.10402,-2.18085,0.545635,2.72649,0.0835581,0.284805,0.0410864,0.104741,0.999842,0.0104867,6
AT5G37540,3.2166,6.7527,4.44713,7.83663,1.06993,0.467338,1.2847,-0.60259,0.21477,0.81736,0.188206,0.999842,0.0401162,0.819912,0.999842,0.411071,6
AT5G37670,55.2529,131.341,155.045,12.649,1.2492,1.48857,-2.12703,0.239369,-3.37623,-3.6156,0.0495276,0.00415009,0.00225554,0.999842,0.00225554,0.00225554,7
AT5G37740,2.36425,2.19018,2.18184,6.74138,-0.110332,-0.115836,1.51166,-0.00550371,1.62199,1.6275,0.999842,0.999842,0.0576151,0.999842,0.042046,0.0381382,1
AT5G38120,1.30092,3.14829,2.25215,4.1955,1.27504,0.791768,1.68931,-0.483269,0.414271,0.89754,0.187151,0.668419,0.0232287,0.999842,0.999842,0.362988,8
AT5G38210,2.97386,7.57242,6.54076,12.3239,1.34842,1.13712,2.05105,-0.211296,0.702637,0.913933,0.0558756,0.104741,0.00225554,0.999842,0.585995,0.175281,6
AT5G38710,4.48564,5.68042,6.67056,11.2785,0.340684,0.572494,1.33019,0.23181,0.989508,0.757697,0.999842,0.743633,0.0104867,0.999842,0.183319,0.286903,1
AT5G39020,2.79299,5.73759,9.37632,18.8612,1.03863,1.74721,2.75554,0.708578,1.7169,1.00833,0.109513,0.00225554,0.00225554,0.490602,0.00225554,0.0895647,1
AT5G39050,39.1513,62.866,37.666,96.2397,0.68322,-0.0557958,1.29757,-0.739016,0.614352,1.35337,0.625234,0.999842,0.0146178,0.461302,0.795735,0.00901084,6
AT5G39450,4.4248,2.4614,4.53912,6.25361,-0.846132,0.0367993,0.499076,0.882931,1.34521,0.462277,0.344954,0.999842,0.773035,0.308348,0.0220541,0.87,3
AT5G39670,10.1637,53.2405,17.7306,57.3847,2.3891,0.802815,2.49724,-1.58629,0.108141,1.69443,0.00225554,0.353681,0.00225554,0.00225554,0.999842,0.00225554,6
AT5G39720,1.29338,0,0.710768,1.89972,65535,-0.863691,0.554643,65535,65535,1.41833,0.00225554,0.999842,0.999842,0.00225554,0.00225554,0.740345,3
AT5G40460,0.932977,8.60063,3.2825,6.45374,3.20453,1.81488,2.79022,-1.38965,-0.414306,0.97534,0.00587253,0.12336,0.00225554,0.150873,0.999842,0.45079,9
AT5G40690,10.4865,3.8594,11.2913,24.2721,-1.44209,0.10667,1.21076,1.54876,2.65285,1.10409,0.129045,0.999842,0.2394,0.0584616,0.00225554,0.302838,3
AT5G40730,10.7364,3.0425,6.88261,17.3591,-1.81918,-0.641481,0.693182,1.1777,2.51236,1.33466,0.1642,0.999842,0.999842,0.688751,0.0146178,0.359417,1
AT5G40780,12.6585,6.15905,24.7988,99.8437,-1.03933,0.97016,2.97956,2.00949,4.01889,2.0094,0.114225,0.12336,0.00225554,0.00225554,0.00225554,0.00225554,1
AT5G40850,100.781,96.6232,109.131,48.3383,-0.0607766,0.114849,-1.05998,0.175626,-0.999203,-1.17483,0.999842,0.999842,0.0266529,0.999842,0.0522654,0.00415009,5
AT5G40910,9.32595,18.6463,10.5952,8.72627,0.99957,0.184093,-0.0958853,-0.815477,-1.09546,-0.279978,0.0430158,0.999842,0.999842,0.160763,0.0184341,0.999842,9
AT5G40920,3.3589,8.73069,4.00028,3.15403,1.37811,0.252111,-0.0907921,-1.126,-1.4689,-0.342903,0.00415009,0.999842,0.999842,0.0299199,0.00415009,0.999842,9
AT5G41100,2.3993,9.86107,6.93564,10.2922,2.03913,1.53142,2.10087,-0.507715,0.0617365,0.569452,0.00225554,0.00415009,0.00225554,0.827574,0.999842,0.666272,8
AT5G41180,2.05537,4.86437,4.3664,8.6191,1.24286,1.08705,2.06814,-0.155809,0.825283,0.981092,0.0495276,0.0850726,0.00225554,0.999842,0.320067,0.0873508,6
AT5G41740,7.42347,74.6479,11.3405,22.0899,3.32993,0.61132,1.57322,-2.71861,-1.75672,0.961898,0.00225554,0.477132,0.00415009,0.00225554,0.00225554,0.168696,9
AT5G41750,3.1977,51.6685,14.6271,26.2694,4.01418,2.19353,3.03828,-1.82064,-0.975904,0.844741,0.00225554,0.00225554,0.00225554,0.00415009,0.315299,0.505349,9
AT5G41780,3.71409,3.07855,3.10986,1.14437,-0.270759,-0.256161,-1.69846,0.0145983,-1.4277,-1.4423,0.999842,0.999842,0.015928,0.999842,0.103348,0.0540901,5
AT5G41800,4.57193,4.38612,3.86631,9.93268,-0.0598565,-0.241845,1.11938,-0.181989,1.17924,1.36123,0.999842,0.999842,0.0975509,0.999842,0.0743116,0.0184341,1
AT5G41810,5.43202,5.70459,7.69658,12.9979,0.0706337,0.502727,1.25872,0.432094,1.18809,0.755994,0.999842,0.861432,0.00748685,0.999842,0.0351302,0.290179,1
AT5G42010,1.84621,5.44841,4.34674,8.18899,1.56127,1.23536,2.14911,-0.325901,0.587849,0.91375,0.0277452,0.0686527,0.00225554,0.999842,0.650411,0.11627,8
AT5G42050,113.331,204.754,161.472,237.355,0.853357,0.510747,1.06651,-0.342611,0.213151,0.555762,0.272282,0.830577,0.0495276,0.999842,0.999842,0.661801,8
AT5G42420,2.75483,2.94093,3.94024,7.639,0.0943098,0.516321,1.47142,0.422011,1.37711,0.9551,0.999842,0.948105,0.00748685,0.999842,0.0401162,0.146731,1
AT5G42760,109.507,128.724,104.689,36.7653,0.233249,-0.0649191,-1.57461,-0.298168,-1.80786,-1.50969,0.999842,0.999842,0.00748685,0.999842,0.00587253,0.0184341,5
AT5G42830,1.64633,0.466712,1.20239,8.34691,-1.81865,-0.453342,2.34199,1.3653,4.16064,2.79533,0.108104,0.999842,0.00225554,0.396574,0.00225554,0.00225554,1
AT5G43420,2.15377,5.38506,8.85899,20.2134,1.32209,2.04027,3.23038,0.71818,1.90828,1.1901,0.0678284,0.00225554,0.00225554,0.547069,0.00225554,0.0277452,1
AT5G43760,20.1257,41.7482,43.553,44.4555,1.05267,1.11373,1.14332,0.06106,0.0906505,0.0295905,0.0299199,0.00901084,0.00748685,0.999842,0.999842,0.999842,8
AT5G44020,30.5477,16.763,12.0692,20.6573,-0.865783,-1.33974,-0.564416,-0.473958,0.301367,0.775324,0.186613,0.00225554,0.592859,0.925316,0.999842,0.250432,10
AT5G44060,8.92252,33.2316,17.808,22.0537,1.89703,0.997005,1.3055,-0.900027,-0.591534,0.308492,0.00225554,0.0812702,0.0208548,0.129702,0.697751,0.999842,9
AT5G44070,24.8977,86.7667,113.211,191.904,1.80113,2.18493,2.9463,0.383797,1.14517,0.761375,0.00225554,0.00225554,0.00225554,0.999842,0.0743116,0.349282,8
AT5G44210,0.186095,0.144289,0.578776,1.93215,-0.367075,1.63697,3.37609,2.00404,3.74317,1.73913,1,0.493383,0.042046,0.438354,0.0678284,0.127201,1
AT5G44350,0.186299,3.67813,0.489555,0.787401,4.30328,1.39385,2.07948,-2.90943,-2.2238,0.685627,0.015928,0.694238,0.243578,0.0232287,0.0751204,0.999842,9
AT5G44575,9.58209,5.66039,10.9662,38.8073,-0.759438,0.194656,2.01791,0.954093,2.77735,1.82326,0.889346,0.999842,0.00225554,0.649143,0.00225554,0.00225554,1
AT5G44580,168.997,143.176,163.204,321.666,-0.239208,-0.0503215,0.928567,0.188886,1.16777,0.978889,0.999842,0.999842,0.0439841,0.999842,0.0118963,0.0330747,1
AT5G44585,1.94712,0.667517,1.19487,22.4369,-1.54446,-0.704482,3.52646,0.839981,5.07093,4.23095,0.939913,0.999842,0.0184341,0.999842,0.130284,0.00901084,1
AT5G44990,0.100813,0,0.0653519,0.792894,65535,-0.625382,2.97544,65535,65535,3.60083,1,1,0.944481,1,0.00225554,0.890175,1
AT5G45000,1.10705,0.089688,0.511505,2.50077,-3.62566,-1.11389,1.17566,2.51176,4.80132,2.28955,0.119492,0.642876,0.255736,0.357642,0.0602062,0.0449349,1
AT5G45110,6.9127,28.9143,9.55594,23.2519,2.06446,0.467149,1.75002,-1.59731,-0.314437,1.28288,0.00225554,0.829441,0.00225554,0.00225554,0.999842,0.00901084,6
AT5G45280,18.5127,36.4131,38.5245,51.7,0.975939,1.05726,1.48165,0.0813189,0.505706,0.424387,0.0584616,0.00901084,0.00225554,0.999842,0.828215,0.913336,8
AT5G45380,10.2221,3.55228,8.14021,8.64457,-1.52488,-0.328557,-0.241828,1.19632,1.28305,0.0867296,0.00225554,0.999842,0.999842,0.0774578,0.015928,0.999842,11
AT5G45510,20.9354,11.1593,14.9136,34.2673,-0.907704,-0.489319,0.710888,0.418385,1.61859,1.20021,0.093231,0.692821,0.235211,0.917772,0.00225554,0.00225554,1
AT5G45750,4.75825,13.0039,12.3309,28.2264,1.45044,1.37377,2.56854,-0.0766646,1.1181,1.19477,0.0196585,0.0208548,0.00225554,0.999842,0.0522654,0.015928,1
AT5G45950,22.453,22.6965,15.6734,10.5505,0.0155602,-0.518589,-1.0896,-0.534149,-1.10516,-0.57101,0.999842,0.687908,0.028818,0.717635,0.0277452,0.621178,2
AT5G46330,0.337147,0.191275,0.438038,4.02552,-0.817726,0.37768,3.57773,1.19541,4.39545,3.20005,0.988374,0.999842,0.00225554,0.631371,0.00225554,0.00225554,1
AT5G46470,14.1905,41.6001,31.0639,27.0498,1.55166,1.13031,0.930694,-0.421351,-0.620968,-0.199617,0.00225554,0.0184341,0.0513685,0.999842,0.553161,0.999842,9
AT5G46490,13.3562,39.0155,20.3215,16.8513,1.54654,0.605496,0.335346,-0.94104,-1.21119,-0.27015,0.00225554,0.536516,0.999842,0.137713,0.0146178,0.999842,9
AT5G46500,1.1221,2.7211,4.51566,2.17396,1.27799,2.00874,0.954129,0.730748,-0.323862,-1.05461,0.338295,0.0171885,0.611121,0.847491,0.999842,0.339032,7
AT5G46510,1.89332,4.41721,4.87786,3.80815,1.22222,1.36533,1.00817,0.143115,-0.214044,-0.357159,0.00901084,0.00225554,0.0661732,0.999842,0.999842,0.999842,8
AT5G46520,0.667209,0.889054,1.12125,2.93226,0.414133,0.748892,2.1358,0.334759,1.72167,1.38691,0.999842,0.62633,0.00225554,0.999842,0.00415009,0.0146178,1
AT5G46730,10.281,11.9788,8.94111,20.4799,0.220498,-0.201459,0.994221,-0.421957,0.773723,1.19568,0.999842,0.999842,0.0805217,0.999842,0.328746,0.0299199,1
AT5G46780,9.64653,29.8412,15.1376,20.3722,1.62922,0.650056,1.07852,-0.979169,-0.550706,0.428462,0.00225554,0.512834,0.0458466,0.0843149,0.724585,0.941458,9
AT5G46830,5.69042,2.74091,2.51127,2.33376,-1.05388,-1.18012,-1.28588,-0.126236,-0.231998,-0.105762,0.218089,0.124633,0.0439841,0.999842,0.999842,0.999842,10
AT5G46910,2.61658,8.94166,5.43695,7.49616,1.77286,1.05512,1.51847,-0.717744,-0.254392,0.463353,0.00225554,0.0486053,0.00225554,0.356616,0.999842,0.840342,8
AT5G47230,1.05852,75.6286,5.66008,9.84973,6.15881,2.41877,3.21803,-3.74004,-2.94078,0.799261,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.599125,9
AT5G47240,9.48788,23.5062,18.6011,52.7611,1.30888,0.971228,2.47532,-0.337656,1.16643,1.50409,0.0243883,0.104741,0.00225554,0.999842,0.0196585,0.00225554,1
AT5G47330,13.0798,14.5522,15.3509,49.3119,0.153893,0.230986,1.9146,0.0770931,1.7607,1.68361,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,1
AT5G47640,68.1993,56.4972,42.6451,28.9678,-0.271579,-0.677379,-1.23531,-0.4058,-0.963729,-0.557929,0.999842,0.486543,0.0277452,0.999842,0.304433,0.822416,2
AT5G47910,21.3494,80.3463,45.1723,75.927,1.91204,1.08125,1.83042,-0.830793,-0.0816198,0.749173,0.00225554,0.00748685,0.00225554,0.183319,0.999842,0.392391,8
AT5G48410,1.0908,0.117501,0.67136,1.26569,-3.21464,-0.70023,0.21454,2.51441,3.42918,0.91477,0.0593278,0.999842,0.999842,0.138316,0.0330747,0.838591,4
AT5G48560,0.597903,0.602006,0.775774,1.88262,0.00986573,0.375725,1.65476,0.365859,1.6449,1.27904,0.999842,0.999842,0.0391221,0.999842,0.0975509,0.155505,1
AT5G48900,8.50917,7.48903,6.39848,2.89502,-0.184241,-0.41129,-1.55544,-0.227049,-1.3712,-1.14415,0.999842,0.993187,0.00748685,0.999842,0.0330747,0.0812702,2
AT5G49448,4.69379,3.55968,7.56801,12.4126,-0.399006,0.68916,1.40298,1.08817,1.80199,0.713823,0.999842,0.907757,0.0789703,0.425508,0.0184341,0.826049,3
AT5G49520,2.20519,3.63701,6.39429,12.512,0.721849,1.53588,2.50433,0.814033,1.78249,0.968453,0.788651,0.0401162,0.00225554,0.399087,0.00225554,0.0766814,3
AT5G49680,0.328471,0.157892,0.39167,0.984159,-1.05682,0.253875,1.58313,1.3107,2.63995,1.32925,0.478917,0.999842,0.00587253,0.250432,0.00225554,0.0458466,1
AT5G49760,16.8471,13.8034,18.1295,29.9426,-0.287472,0.105837,0.829702,0.393309,1.11717,0.723865,0.999842,0.999842,0.0843149,0.963199,0.015928,0.192982,1
AT5G50200,45.1671,25.6323,47.9761,81.1364,-0.817309,0.0870431,0.845078,0.904352,1.66239,0.758035,0.21761,0.999842,0.118149,0.132797,0.00225554,0.215161,3
AT5G50760,6.55156,0.47778,3.24135,9.68419,-3.77742,-1.01524,0.563792,2.76218,4.34121,1.57904,0.00748685,0.701922,0.999842,0.0593278,0.00415009,0.189802,1
AT5G51440,58.9919,173.653,306.029,35.5011,1.55762,2.37508,-0.732654,0.817457,-2.29027,-3.10773,0.00225554,0.00225554,0.391412,0.520087,0.00225554,0.00225554,7
AT5G51570,14.0674,6.90166,10.671,20.3597,-1.02734,-0.398665,0.53336,0.628679,1.5607,0.932025,0.114917,0.999842,0.697601,0.67578,0.00415009,0.0946867,1
AT5G51760,0.576993,0.112297,0.139386,2.68611,-2.36123,-2.04947,2.21889,0.311758,4.58012,4.26836,0.280195,0.296771,0.1068,1,0.0196585,0.00225554,1
AT5G51830,10.5685,19.0909,11.7018,24.1206,0.853117,0.146967,1.1905,-0.70615,0.33738,1.04353,0.234236,0.999842,0.00415009,0.46013,0.999842,0.0330747,6
AT5G52050,5.10403,24.0516,9.64557,23.5465,2.23642,0.91823,2.2058,-1.31819,-0.0306228,1.28757,0.00225554,0.133423,0.00225554,0.0118963,0.999842,0.00415009,6
AT5G52300,4.64282,0.118531,1.72566,14.4643,-5.29166,-1.42785,1.63942,3.86381,6.93108,3.06727,0.00225554,0.146158,0.0961276,0.00587253,0.00225554,0.00225554,1
AT5G52310,41.7955,34.1228,45.7623,98.838,-0.292612,0.13081,1.24172,0.423421,1.53433,1.11091,0.999842,0.999842,0.0975509,0.999842,0.0430158,0.209762,1
AT5G52400,0.0479541,0.106383,0.260647,1.60173,1.14954,2.44237,5.06183,1.29283,3.91229,2.61946,1,1,0.275585,1,0.0513685,0.0330747,1
AT5G52640,182.256,427.7,826.513,92.2703,1.23063,2.18107,-0.98203,0.950437,-2.21266,-3.1631,0.028818,0.00225554,0.14316,0.487042,0.00225554,0.00225554,7
AT5G52750,17.0843,151.152,122.601,155.355,3.14525,2.84323,3.18482,-0.302026,0.0395671,0.341593,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.999842,8
AT5G52760,11.1797,52.1833,33.1704,94.8868,2.22271,1.56902,3.08533,-0.653691,0.86262,1.51631,0.00225554,0.00901084,0.00225554,0.690562,0.299997,0.00748685,6
AT5G53110,0.516231,0.188052,0.551338,3.00719,-1.45688,0.0949208,2.54233,1.5518,3.99921,2.44741,0.647353,0.999842,0.0104867,0.594203,0.00901084,0.0146178,1
AT5G53400,52.3501,61.2649,71.0795,30.9091,0.226869,0.441241,-0.76016,0.214372,-0.987029,-1.2014,0.999842,0.830667,0.128462,0.999842,0.0467763,0.00587253,5
AT5G53550,10.5632,9.56324,13.9484,24.03,-0.143473,0.401057,1.18579,0.544529,1.32926,0.784733,0.999842,0.911675,0.00415009,0.689905,0.00225554,0.146158,1
AT5G53750,10.0445,18.9946,13.676,22.0785,0.919178,0.445234,1.13623,-0.473945,0.217055,0.690999,0.1068,0.864867,0.0104867,0.864623,0.999842,0.281021,6
AT5G54130,80.8101,61.2875,68.2623,32.6148,-0.398943,-0.243447,-1.30901,0.155496,-0.910065,-1.06556,0.971256,0.999842,0.00225554,0.999842,0.0975509,0.0146178,5
AT5G54490,2.80535,62.9381,7.29191,38.3969,4.48768,1.37811,3.77474,-3.10956,-0.712942,2.39662,0.00225554,0.295938,0.00225554,0.00225554,0.687723,0.00225554,9
AT5G54500,50.5172,59.6075,60.2692,128.516,0.238717,0.254646,1.3471,0.0159287,1.10839,1.09246,0.999842,0.999842,0.00225554,0.999842,0.0232287,0.00587253,1
AT5G54585,26.0595,7.32247,8.19157,9.52364,-1.83141,-1.6696,-1.45222,0.161811,0.379184,0.217373,0.00225554,0.00225554,0.00415009,0.999842,0.999842,0.999842,10
AT5G54860,8.67963,14.2475,19.6083,36.1542,0.715008,1.17576,2.05846,0.460752,1.34345,0.882698,0.359417,0.015928,0.00225554,0.901825,0.00415009,0.138316,1
AT5G55050,13.3314,18.0081,10.9342,23.8605,0.433814,-0.285988,0.839794,-0.719802,0.405981,1.12578,0.914969,0.999842,0.157225,0.346373,0.999842,0.0132684,6
AT5G55180,8.35657,9.44258,7.66949,34.4664,0.176269,-0.123781,2.04421,-0.300051,1.86794,2.16799,0.999842,0.999842,0.00225554,0.999842,0.00415009,0.00225554,1
AT5G55450,15.8387,3.50889,5.61319,18.7025,-2.17437,-1.49656,0.239778,0.677804,2.41415,1.73634,0.00225554,0.0184341,0.999842,0.935856,0.00225554,0.00748685,4
AT5G55620,214.326,116.264,107.49,37.4873,-0.882404,-0.995605,-2.51533,-0.113201,-1.63293,-1.51973,0.0917893,0.00901084,0.00225554,0.999842,0.00225554,0.00225554,2
AT5G55970,2.28877,3.04282,7.13782,4.36839,0.410837,1.64091,0.932531,1.23008,0.521693,-0.708382,0.999842,0.0132684,0.301237,0.138316,0.954229,0.602496,7
AT5G56010,291.568,325.813,440.19,183.275,0.160214,0.594295,-0.669819,0.434081,-0.830033,-1.26411,0.999842,0.615283,0.434977,0.999842,0.297579,0.00415009,5
AT5G56030,376.119,531.153,726.082,215.831,0.497936,0.948941,-0.801287,0.451005,-1.29922,-1.75023,0.873182,0.127806,0.231934,0.999842,0.0184341,0.00225554,7
AT5G56040,8.95497,7.36357,6.09864,4.30249,-0.282282,-0.554202,-1.05752,-0.271919,-0.775235,-0.503316,0.999842,0.603538,0.042046,0.999842,0.32231,0.787283,2
AT5G56840,0.729754,0.698548,1.08979,2.80639,-0.0630517,0.578566,1.94323,0.641617,2.00628,1.36467,0.999842,0.999842,0.0439841,0.999842,0.105412,0.209762,1
AT5G56870,0.779138,0.53214,2.12575,3.6109,-0.550073,1.44802,2.21241,1.99809,2.76248,0.764388,0.999842,0.104061,0.00225554,0.0430158,0.00225554,0.6925,3
AT5G57010,0.560275,0.273971,0.48839,6.2934,-1.03211,-0.198103,3.48963,0.834008,4.52174,3.68773,0.840267,0.999842,0.00225554,0.981256,0.00225554,0.00225554,1
AT5G57220,0.631837,20.7092,34.5108,58.3426,5.03458,5.77135,6.52885,0.736776,1.49428,0.7575,0.00225554,0.00225554,0.00225554,0.356242,0.0118963,0.392391,8
AT5G57655,21.4171,8.25916,30.1867,37.1387,-1.3747,0.495151,0.794162,1.86985,2.16886,0.299012,0.0627796,0.999842,0.618035,0.0132684,0.00225554,0.999842,3
AT5G58620,5.83923,13.4817,6.56888,8.39902,1.20715,0.169869,0.524444,-1.03728,-0.682709,0.354574,0.0184341,0.999842,0.698571,0.0449349,0.398793,0.999842,9
AT5G58770,472.864,587.943,611.48,173.133,0.314253,0.37088,-1.44954,0.0566275,-1.7638,-1.82042,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,5
AT5G58840,1.82718,0.251038,0.899108,0.97706,-2.86364,-1.02306,-0.903102,1.84059,1.96054,0.119954,0.0255307,0.703487,0.764415,0.307942,0.228557,0.999842,4
AT5G58940,2.89097,4.78769,8.27942,14.7252,0.727774,1.51798,2.34866,0.790201,1.62088,0.830682,0.57415,0.00415009,0.00225554,0.373843,0.00225554,0.170889,3
AT5G59070,0.187846,1.15512,1.07379,2.67706,2.62042,2.51509,3.83303,-0.105333,1.21261,1.31794,0.0903116,0.0678284,0.00587253,0.999842,0.288153,0.165894,6
AT5G59320,90.7683,59.3993,53.4541,199.982,-0.611742,-0.763886,1.13961,-0.152145,1.75135,1.9035,0.906455,0.502304,0.33453,0.999842,0.0702626,0.0232287,1
