gene_ID,WT_0,WT_15,WT_30,WT_60,log2fc_WT_0_WT_15,log2fc_WT_0_WT_30,log2fc_WT_0_WT_60,log2fc_WT_15_WT_30,log2fc_WT_15_WT_60,log2fc_WT_30_WT_60,qWT_0_WT_15,qWT_0_WT_30,qWT_0_WT_60,qWT_15_WT_30,qWT_15_WT_60,qWT_30_WT_60,cluster
AT1G01240,8.53432,2.82844,6.66438,16.1595,-1.59327,-0.356805,0.92103,1.23647,2.5143,1.27784,0.0118963,0.999842,0.363802,0.156065,0.00225554,0.0975509,1
AT1G01480,3.7702,0.707219,1.68489,7.11403,-2.41441,-1.16198,0.916027,1.25243,3.33044,2.07801,0.00225554,0.908743,0.56537,0.924517,0.00225554,0.475731,1
AT1G01520,18.6125,14.4001,12.3778,4.19722,-0.370191,-0.588514,-2.14877,-0.218324,-1.77858,-1.56025,0.999842,0.621356,0.00225554,0.999842,0.0132684,0.0118963,2
AT1G01560,2.49876,1.69899,2.80758,35.3911,-0.556535,0.168116,3.8241,0.724651,4.38064,3.65599,0.999842,0.999842,0.00225554,0.877967,0.00225554,0.00225554,1
AT1G02300,3.9774,2.93617,3.98607,8.88936,-0.43789,0.00314109,1.16025,0.441031,1.59814,1.15711,0.999842,0.999842,0.0866002,0.999842,0.0220541,0.0866002,1
AT1G02400,10.1357,2.42403,7.31822,19.5559,-2.06396,-0.469877,0.948159,1.59409,3.01212,1.41804,0.015928,0.999842,0.39463,0.0718803,0.00225554,0.0439841,1
AT1G03220,91.9139,72.5302,231.848,267.24,-0.341701,1.33482,1.53978,1.67653,1.88148,0.204957,0.999842,0.166435,0.0576151,0.0371458,0.00225554,0.999842,3
AT1G03230,3.26798,4.57536,6.41977,15.2647,0.485487,0.974123,2.22373,0.488636,1.73824,1.2496,0.999842,0.216108,0.00225554,0.999842,0.00225554,0.0277452,1
AT1G03290,19.3254,9.72575,12.469,21.2547,-0.990619,-0.632151,0.137279,0.358467,1.1279,0.76943,0.0751204,0.440298,0.999842,0.999842,0.0196585,0.197191,4
AT1G03370,6.86111,8.41177,12.1498,21.8369,0.293967,0.824424,1.67026,0.530457,1.37629,0.845831,0.999842,0.141993,0.00225554,0.737561,0.00415009,0.134684,1
AT1G03495,52.8576,49.6622,49.0094,22.2806,-0.0899613,-0.109051,-1.24632,-0.0190894,-1.15636,-1.13727,0.999842,0.999842,0.00415009,0.999842,0.0146178,0.0196585,5
AT1G03740,5.25328,8.99475,11.0989,30.8262,0.775866,1.07913,2.55287,0.303265,1.777,1.47374,0.256674,0.0243883,0.00225554,0.999842,0.00225554,0.00415009,1
AT1G03790,1.94783,0,1.00588,2.1399,65535,-0.953417,0.135676,65535,65535,1.08909,0.00225554,0.905711,0.999842,0.00225554,0.00225554,0.766219,4
AT1G04250,193.787,199.353,174.271,93.8143,0.0408576,-0.153139,-1.04659,-0.193997,-1.08745,-0.893452,0.999842,0.999842,0.0184341,0.999842,0.0309671,0.0910546,2
AT1G05000,3.54007,2.31541,3.20084,7.44392,-0.612508,-0.145325,1.07229,0.467183,1.6848,1.21761,0.986327,0.999842,0.181752,0.999842,0.0220541,0.0961276,1
AT1G05100,5.99734,3.01487,3.48432,18.9632,-0.992228,-0.783444,1.66081,0.208784,2.65304,2.44425,0.431275,0.630557,0.0351302,0.999842,0.00225554,0.00225554,1
AT1G05805,6.26131,5.24948,5.74839,13.9283,-0.25429,-0.123307,1.15349,0.130983,1.40778,1.27679,0.999842,0.999842,0.028818,0.999842,0.0320121,0.0196585,1
AT1G06180,14.5947,10.985,8.7568,6.1861,-0.409906,-0.736972,-1.23834,-0.327066,-0.828439,-0.501373,0.999842,0.348569,0.0391221,0.999842,0.403215,0.92867,2
AT1G06620,3.35486,8.06518,5.3048,15.4128,1.26545,0.661045,2.1998,-0.604409,0.93435,1.53876,0.0661732,0.689118,0.00225554,0.765478,0.150264,0.00225554,6
AT1G07240,7.42444,7.8592,8.8672,14.8769,0.0821006,0.256195,1.00272,0.174095,0.920623,0.746528,0.999842,0.999842,0.0430158,0.999842,0.127806,0.229027,1
AT1G07400,152.896,383.466,853.973,97.3976,1.32655,2.48164,-0.65059,1.15509,-1.97714,-3.13223,0.0232287,0.00225554,0.661621,0.256674,0.00225554,0.00225554,7
AT1G07630,6.91585,6.00519,7.8039,14.4523,-0.203696,0.174289,1.06332,0.377985,1.26702,0.889032,0.999842,0.999842,0.0196585,0.999842,0.00415009,0.0961276,1
AT1G08920,26.5613,10.0775,26.8097,40.1335,-1.39819,0.0134294,0.595482,1.41162,1.99367,0.582053,0.134039,0.999842,0.989068,0.0805217,0.00587253,0.97469,3
AT1G08930,21.4362,111.474,116.904,254.091,2.37858,2.44721,3.56722,0.0686256,1.18864,1.12002,0.00225554,0.00225554,0.00225554,0.999842,0.0619243,0.116902,8
AT1G08940,4.85363,2.50803,6.1774,13.4698,-0.952511,0.347934,1.47259,1.30045,2.42511,1.12466,0.587553,0.999842,0.028818,0.214661,0.00415009,0.16305,3
AT1G08980,2.68969,2.18596,2.41473,7.45782,-0.299175,-0.155576,1.47131,0.143598,1.77049,1.62689,0.999842,0.999842,0.0132684,0.999842,0.00901084,0.0104867,1
AT1G09070,127.512,301.388,210.772,256.878,1.24099,0.725046,1.01045,-0.515941,-0.230536,0.285405,0.0171885,0.32836,0.0670039,0.80535,0.999842,0.999842,8
AT1G09430,30.813,20.3599,24.813,41.1211,-0.597809,-0.312443,0.416342,0.285366,1.01415,0.728785,0.505349,0.999842,0.906455,0.999842,0.0486053,0.268495,1
AT1G09510,0.739215,0.393598,2.40772,3.71755,-0.909272,1.7036,2.33029,2.61287,3.23956,0.626682,0.999842,0.398221,0.121428,0.0751204,0.0208548,0.999842,3
AT1G09970,37.0691,83.1713,85.053,192.609,1.16587,1.19815,2.37738,0.0322774,1.21151,1.17924,0.0146178,0.00415009,0.00225554,0.999842,0.0196585,0.0104867,1
AT1G10060,1.1707,1.81807,1.52111,3.4665,0.635035,0.377751,1.56611,-0.257284,0.931071,1.18836,0.972966,0.999842,0.0277452,0.999842,0.420891,0.140794,1
AT1G11050,8.19025,54.4484,18.0104,27.1351,2.73291,1.13685,1.72818,-1.59606,-1.00473,0.591326,0.00225554,0.0118963,0.00225554,0.00225554,0.138926,0.639045,9
AT1G11260,2.49339,3.50283,2.94952,13.3249,0.49041,0.242369,2.41795,-0.248041,1.92754,2.17558,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G11300,1.19126,3.06892,4.98599,3.78243,1.36524,2.06539,1.66682,0.70015,0.301583,-0.398567,0.00748685,0.00225554,0.00225554,0.383051,0.999842,0.962806,7
AT1G11330,12.8642,5.83826,9.20177,18.2971,-1.13975,-0.483383,0.508249,0.656372,1.648,0.991631,0.0277452,0.768654,0.718828,0.439216,0.00225554,0.0391221,1
AT1G11410,15.6137,12.5612,11.8623,6.96335,-0.313838,-0.396431,-1.16496,-0.0825924,-0.851117,-0.768524,0.999842,0.877606,0.00225554,0.999842,0.135918,0.144339,2
AT1G11700,75.7658,48.31,54.2587,28.121,-0.649224,-0.481692,-1.4299,0.167532,-0.780676,-0.948208,0.425508,0.715788,0.00225554,0.999842,0.269735,0.0558756,2
AT1G11850,2.88302,1.15437,0.477842,3.8761,-1.32048,-2.59297,0.427026,-1.2725,1.7475,3.02,0.742404,0.042046,0.999842,0.828215,0.837077,0.315299,4
AT1G12060,17.7571,20.4308,18.7666,7.82515,0.202349,0.0797681,-1.18221,-0.122581,-1.38456,-1.26197,0.999842,0.999842,0.073519,0.999842,0.0558756,0.0495276,5
AT1G12320,4.8157,2.11913,3.64738,7.42235,-1.18427,-0.400883,0.624132,0.783388,1.8084,1.02502,0.299176,0.999842,0.787122,0.857812,0.0309671,0.299584,1
AT1G12330,5.85088,2.8081,2.36234,2.34419,-1.05906,-1.30844,-1.31956,-0.249379,-0.260506,-0.0111267,0.165329,0.0330747,0.0341157,0.999842,0.999842,0.999842,10
AT1G12460,4.24743,3.73791,2.70363,1.90396,-0.184358,-0.651694,-1.15758,-0.467336,-0.973225,-0.505889,0.999842,0.478917,0.0371458,0.922595,0.154942,0.849884,2
AT1G13110,22.2053,23.1053,44.0737,52.7214,0.0573176,0.989012,1.24748,0.931694,1.19017,0.258472,0.999842,0.0243883,0.00415009,0.0954246,0.00901084,0.999842,3
AT1G13260,3.21146,12.6976,7.057,16.4683,1.98326,1.13582,2.35839,-0.847433,0.375135,1.22257,0.00748685,0.0961276,0.00225554,0.320493,0.999842,0.0220541,6
AT1G14250,55.8401,131.653,111.299,214.888,1.23736,0.995072,1.94421,-0.242292,0.706849,0.949141,0.0196585,0.0540901,0.00225554,0.999842,0.466589,0.102638,6
AT1G14280,36.1413,24.7991,26.8669,15.3984,-0.543365,-0.427821,-1.23087,0.115544,-0.687502,-0.803046,0.604006,0.831046,0.00415009,0.999842,0.337526,0.130284,2
AT1G14370,6.37491,19.1035,17.1015,35.7122,1.58336,1.42365,2.48594,-0.159714,0.90258,1.06229,0.194022,0.239866,0.0104867,0.999842,0.244477,0.234236,6
AT1G14480,1.00139,11.6653,4.98582,4.05443,3.54214,2.31582,2.01749,-1.22632,-1.52465,-0.298329,0.00225554,0.00587253,0.0104867,0.0458466,0.0243883,0.999842,9
AT1G14890,4.33602,6.46472,3.99902,12.9864,0.576218,-0.116726,1.58256,-0.692944,1.00634,1.69929,0.962132,0.999842,0.0132684,0.787759,0.227164,0.00225554,1
AT1G15010,3.81843,0.689854,2.13583,22.9514,-2.46861,-0.838183,2.58753,1.63043,5.05615,3.42572,0.12336,0.973853,0.00225554,0.537939,0.00225554,0.00225554,1
AT1G15125,0.127505,0.468234,0.886216,3.76064,1.87668,2.79711,4.88235,0.920429,3.00568,2.08525,0.666487,0.210715,0.0320121,0.999842,0.0320121,0.0449349,1
AT1G15260,36.8633,21.6234,16.5051,10.4077,-0.769595,-1.15927,-1.82453,-0.389675,-1.05494,-0.66526,0.271046,0.0146178,0.00225554,0.999842,0.093231,0.517612,2
AT1G15410,11.8972,11.3389,10.4496,5.1645,-0.0693375,-0.187179,-1.20392,-0.117841,-1.13458,-1.01674,0.999842,0.999842,0.0341157,0.999842,0.0866002,0.0997117,2
AT1G15670,0.881679,1.42183,2.28201,9.32344,0.68942,1.37198,3.40254,0.682562,2.71312,2.03055,0.999842,0.189802,0.00225554,0.95401,0.00225554,0.00415009,1
AT1G16090,1.68739,1.66863,2.325,7.94327,-0.0161311,0.462441,2.23494,0.478572,2.25107,1.7725,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.0104867,1
AT1G16110,1.60462,4.04909,4.46641,7.94255,1.33537,1.47688,2.30737,0.141517,0.972004,0.830488,0.0576151,0.00901084,0.00225554,0.999842,0.107451,0.223284,8
AT1G16130,0.642179,8.54298,4.58733,4.40277,3.73369,2.83661,2.77736,-0.897085,-0.956328,-0.0592434,0.00225554,0.00225554,0.00225554,0.169225,0.142577,0.999842,9
AT1G16370,0.469129,0.83189,0.986204,3.22121,0.826408,1.0719,2.77955,0.245493,1.95314,1.70765,0.985869,0.661125,0.00225554,0.999842,0.0702626,0.0903116,1
AT1G16500,7.26924,6.40931,14.3743,16.0128,-0.181635,0.983615,1.13934,1.16525,1.32098,0.155729,0.999842,0.110213,0.0361308,0.0866002,0.028818,0.999842,3
AT1G16670,6.71671,6.79791,9.79948,20.9356,0.0173365,0.544951,1.64013,0.527615,1.6228,1.09518,0.999842,0.70491,0.00225554,0.83231,0.00225554,0.028818,1
AT1G17020,21.5363,3.15976,13.6091,24.1083,-2.76888,-0.6622,0.162763,2.10668,2.93165,0.824963,0.00225554,0.999842,0.999842,0.0146178,0.00225554,0.801,4
AT1G17170,20.2067,35.1651,5.97717,26.5909,0.79931,-1.7573,0.396095,-2.55661,-0.403215,2.1534,0.499671,0.00415009,0.999842,0.00225554,0.999842,0.00225554,6
AT1G17190,6.31357,4.87085,4.33327,1.99952,-0.374284,-0.543,-1.6588,-0.168717,-1.28452,-1.1158,0.999842,0.926764,0.0330747,0.999842,0.221405,0.273545,2
AT1G17200,39.6672,30.8192,26.0176,13.9092,-0.364114,-0.608459,-1.5119,-0.244345,-1.14779,-0.903442,0.999842,0.43973,0.00225554,0.999842,0.0255307,0.0983019,2
AT1G17290,96.7028,106.369,112.156,204.259,0.137447,0.213884,1.07877,0.0764367,0.941321,0.864884,0.999842,0.999842,0.0146178,0.999842,0.102638,0.101929,1
AT1G17420,16.5424,55.195,42.4106,116.411,1.73837,1.35826,2.81498,-0.380114,1.07661,1.45672,0.00225554,0.00225554,0.00225554,0.999842,0.129702,0.00225554,1
AT1G17500,2.05027,2.81505,2.75118,5.41325,0.457349,0.42424,1.40068,-0.0331095,0.943332,0.976441,0.94647,0.945475,0.00415009,0.999842,0.115603,0.0540901,1
AT1G17745,30.3339,25.6955,17.7947,46.2964,-0.239415,-0.769482,0.609968,-0.530067,0.849383,1.37945,0.999842,0.228557,0.695829,0.698186,0.343503,0.0171885,1
AT1G18020,1.50014,0.760688,0.0885371,2.60529,-0.979724,-4.08267,0.796345,-3.10295,1.77607,4.87902,0.90653,0.0678284,0.87739,0.230973,0.2112,0.0381382,4
AT1G18300,4.13919,8.7962,5.00135,21.7397,1.08753,0.272969,2.39291,-0.814563,1.30538,2.11995,0.151467,0.999842,0.00225554,0.436878,0.093231,0.00225554,1
AT1G18390,1.55532,4.00673,6.48766,13.7581,1.36521,2.06049,3.145,0.695274,1.77979,1.08451,0.0850726,0.00225554,0.00225554,0.531453,0.00225554,0.0277452,1
AT1G18570,1.56553,17.0892,9.38224,20.2758,3.44836,2.58328,3.69504,-0.865081,0.246672,1.11175,0.00225554,0.00225554,0.00225554,0.231934,0.999842,0.0881169,8
AT1G18740,18.0323,59.2943,28.1044,31.7259,1.71731,0.640213,0.815075,-1.0771,-0.902234,0.174862,0.00225554,0.326101,0.0939512,0.0232287,0.0835581,0.999842,9
AT1G18860,0.3293,0,0.194271,0.338976,65535,-0.761332,0.0417837,65535,65535,0.803116,0.00225554,0.999842,0.999842,1,0.00225554,0.999842,4
AT1G19020,14.824,144.989,154.18,295.013,3.28994,3.3786,4.31477,0.0886643,1.02483,0.936165,0.00225554,0.00225554,0.00225554,0.999842,0.122715,0.167014,8
AT1G19180,32.5048,132.222,43.8962,113.838,2.02423,0.433443,1.80826,-1.59079,-0.215973,1.37482,0.00225554,0.935963,0.00225554,0.00225554,0.999842,0.00225554,6
AT1G19270,4.2277,5.15584,5.22113,9.24896,0.286337,0.304491,1.12942,0.0181532,0.843083,0.824929,0.999842,0.999842,0.015928,0.999842,0.183871,0.171403,1
AT1G19380,5.10378,54.8525,47.7513,144.958,3.42592,3.2259,4.82793,-0.200019,1.40201,1.60202,0.00225554,0.00225554,0.00225554,0.999842,0.00415009,0.00225554,1
AT1G19770,16.7645,99.5652,51.9678,87.9946,2.57023,1.63221,2.392,-0.938024,-0.178228,0.759796,0.00225554,0.00225554,0.00225554,0.0828077,0.999842,0.462685,8
AT1G19850,3.4425,2.53343,2.43677,6.82056,-0.442367,-0.498489,0.986432,-0.0561229,1.4288,1.48492,0.999842,0.846633,0.175807,0.999842,0.0309671,0.0196585,1
AT1G19960,159.202,22.346,48.0088,46.5901,-2.83277,-1.72949,-1.77276,1.10328,1.06001,-0.0432759,0.00225554,0.00225554,0.00225554,0.138926,0.177469,0.999842,10
AT1G20030,1.94232,2.60518,3.41183,6.32542,0.423601,0.812766,1.70338,0.389164,1.27978,0.890615,0.999842,0.64421,0.00901084,0.999842,0.143766,0.379342,1
AT1G20310,1.12283,51.423,8.15212,11.8378,5.5172,2.86003,3.39819,-2.65717,-2.11901,0.538156,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.880656,9
AT1G20470,52.1444,56.1877,51.4571,20.388,0.107742,-0.0191429,-1.35479,-0.126885,-1.46253,-1.33565,0.999842,0.999842,0.00225554,0.999842,0.00748685,0.00225554,5
AT1G20620,164.008,122.132,187.15,291.961,-0.42533,0.190432,0.832012,0.615762,1.25734,0.64158,0.999842,0.999842,0.235211,0.742913,0.0299199,0.553403,3
AT1G20630,24.9416,14.0913,30.2848,39.2307,-0.823745,0.28004,0.653429,1.10379,1.47717,0.373389,0.386046,0.999842,0.602299,0.140177,0.00225554,0.999842,3
AT1G20693,56.1816,33.337,47.7579,77.4395,-0.752974,-0.23436,0.462972,0.518614,1.21595,0.697332,0.29101,0.999842,0.796251,0.79972,0.0132684,0.344954,1
AT1G20823,23.5213,196.73,49.5723,34.9127,3.06417,1.07556,0.569779,-1.98861,-2.4944,-0.505784,0.00225554,0.0277452,0.748049,0.00225554,0.00225554,0.860643,9
AT1G20850,9.42832,25.9289,16.6557,21.0983,1.45949,0.820947,1.16205,-0.638541,-0.297436,0.341105,0.00225554,0.204798,0.028818,0.52192,0.999842,0.999842,8
AT1G21010,11.4414,18.3666,17.0677,29.1392,0.682827,0.577011,1.3487,-0.105817,0.665875,0.771692,0.66825,0.841495,0.0184341,0.999842,0.53725,0.355906,6
AT1G21240,3.50302,0.524327,3.22035,6.57005,-2.74006,-0.121383,0.907304,2.61868,3.64736,1.02869,0.00225554,0.999842,0.255269,0.00225554,0.00225554,0.251334,3
AT1G21250,110.64,60.9643,97.8332,168.115,-0.859841,-0.177481,0.603574,0.68236,1.46342,0.781055,0.224759,0.999842,0.635114,0.551605,0.00225554,0.350377,1
AT1G21270,25.1241,17.24,29.4376,46.149,-0.543316,0.228587,0.877227,0.771903,1.42054,0.64864,0.714015,0.999842,0.138926,0.302,0.00225554,0.506163,3
AT1G21750,47.7541,25.9007,34.3433,55.3428,-0.882632,-0.475595,0.212772,0.407036,1.0954,0.688367,0.124633,0.769184,0.999842,0.939401,0.0184341,0.274774,1
AT1G21910,1.08338,5.98597,0.602986,3.07221,2.46605,-0.845339,1.50374,-3.31139,-0.962309,2.34908,0.0208548,0.990501,0.229512,0.00587253,0.467992,0.0299199,9
AT1G21980,12.3021,8.68763,7.49761,21.1675,-0.501869,-0.714401,0.782945,-0.212532,1.28481,1.49735,0.761911,0.234236,0.486543,0.999842,0.0961276,0.0266529,1
AT1G22070,19.271,16.1755,23.676,38.9886,-0.252616,0.296997,1.01662,0.549612,1.26924,0.719626,0.999842,0.999842,0.0208548,0.654891,0.00225554,0.20629,3
AT1G22160,24.0261,21.5131,16.2187,10.0515,-0.159391,-0.566943,-1.25719,-0.407551,-1.0978,-0.690249,0.999842,0.700562,0.0243883,0.999842,0.113551,0.539938,2
AT1G22190,18.4589,43.6924,32.4053,23.2037,1.24307,0.811914,0.330039,-0.431152,-0.913028,-0.481875,0.0118963,0.139548,0.999842,0.912216,0.0997117,0.751211,9
AT1G22280,17.7253,28.0469,39.8181,70.1879,0.662032,1.16762,1.98541,0.505583,1.32338,0.817798,0.420891,0.00415009,0.00225554,0.757104,0.00587253,0.15377,1
AT1G22885,4.16646,6.76495,5.24879,14.7511,0.699258,0.333162,1.82393,-0.366096,1.12467,1.49077,0.997777,0.999842,0.0309671,0.999842,0.346722,0.0636326,1
AT1G22890,6.70832,4.2625,10.6959,51.8997,-0.654253,0.673034,2.9517,1.32729,3.60595,2.27867,0.999842,0.899713,0.00225554,0.297145,0.00225554,0.00225554,1
AT1G23030,11.414,9.68259,7.8639,5.09653,-0.237333,-0.537482,-1.16321,-0.300149,-0.925878,-0.625729,0.999842,0.615812,0.0132684,0.999842,0.129045,0.458743,2
AT1G23200,1.54964,5.04766,4.11981,5.29478,1.70368,1.41064,1.77264,-0.293039,0.0689554,0.361994,0.015928,0.0299199,0.00415009,0.999842,0.999842,0.999842,8
AT1G23710,7.08126,44.0101,14.8889,29.1967,2.63576,1.07216,2.04373,-1.5636,-0.592028,0.971571,0.00225554,0.0678284,0.00225554,0.00225554,0.715788,0.144339,9
AT1G24145,24.84,37.5101,43.4057,148.227,0.594615,0.805219,2.57707,0.210604,1.98246,1.77186,0.744869,0.391726,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G24147,98.2749,84.326,101.996,229.674,-0.220845,0.0536176,1.2247,0.274463,1.44554,1.17108,0.999842,0.999842,0.0104867,0.999842,0.00748685,0.0255307,1
AT1G24150,2.83163,8.73561,9.9283,24.2302,1.62528,1.80992,3.0971,0.184639,1.47182,1.28718,0.00225554,0.00225554,0.00225554,0.999842,0.0104867,0.0146178,1
AT1G25275,108.457,125.561,175.095,296.405,0.211271,0.691021,1.45045,0.47975,1.23918,0.759429,0.999842,0.257971,0.00225554,0.787283,0.00415009,0.164776,1
AT1G26210,29.3709,27.2077,30.1317,13.8045,-0.110373,0.0368941,-1.08925,0.147267,-0.978878,-1.12615,0.999842,0.999842,0.0361308,0.999842,0.126557,0.0266529,5
AT1G26920,21.3278,17.042,19.402,38.9676,-0.323642,-0.136531,0.869539,0.187111,1.19318,1.00607,0.999842,0.999842,0.113551,0.999842,0.0458466,0.0486053,1
AT1G26945,13.3829,4.34079,3.41497,1.97442,-1.62436,-1.97044,-2.76089,-0.346082,-1.13653,-0.790447,0.0476943,0.00587253,0.00225554,0.999842,0.587553,0.917225,10
AT1G27020,1.27947,0.402335,1.55967,6.24549,-1.66908,0.285694,2.28727,1.95477,3.95635,2.00158,0.227164,0.999842,0.00225554,0.112882,0.00225554,0.00225554,1
AT1G27130,42.9285,69.5309,84.0528,102.761,0.69572,0.969361,1.25929,0.273641,0.563565,0.289924,0.283919,0.015928,0.00225554,0.999842,0.643451,0.999842,8
AT1G27630,4.52401,3.89237,4.96675,9.219,-0.216955,0.1347,1.02701,0.351655,1.24396,0.892308,0.999842,0.999842,0.0710676,0.999842,0.0486053,0.154942,1
AT1G28010,0.591942,0.859847,0.86133,3.40406,0.538626,0.541112,2.52373,0.00248586,1.9851,1.98262,0.999842,0.999589,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G28380,24.0598,44.0845,41.095,59.4417,0.873644,0.772336,1.30485,-0.101308,0.431204,0.532512,0.109513,0.177469,0.00587253,0.999842,0.967209,0.708017,8
AT1G29340,32.3501,67.4667,50.6381,55.4256,1.0604,0.646451,0.776779,-0.413951,-0.283623,0.130328,0.0220541,0.329425,0.13653,0.943675,0.999842,0.999842,8
AT1G29600,8.6141,7.52257,9.3671,4.18256,-0.195474,0.120902,-1.04231,0.316376,-0.84684,-1.16322,0.999842,0.999842,0.0917893,0.999842,0.366652,0.0381382,5
AT1G29660,63.2648,72.3927,61.1197,25.5461,0.194441,-0.0497654,-1.3083,-0.244207,-1.50274,-1.25853,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,5
AT1G29670,31.9041,88.8119,88.7149,91.055,1.47701,1.47544,1.513,-0.0015766,0.0359849,0.0375615,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.999842,8
AT1G30040,1.81136,6.50431,2.60029,3.27459,1.84432,0.521601,0.854241,-1.32272,-0.990084,0.33264,0.0196585,0.999842,0.512569,0.0619243,0.273545,0.999842,9
AT1G30190,2.13841,10.0612,1.54006,3.09556,2.23419,-0.473555,0.53366,-2.70774,-1.70053,1.00721,0.00225554,0.999842,0.999842,0.0184341,0.0636326,0.701225,9
AT1G30320,8.82817,11.5366,13.4698,30.1753,0.386036,0.609547,1.77318,0.223511,1.38715,1.16364,0.999842,0.445548,0.00225554,0.999842,0.00225554,0.00415009,1
AT1G30420,0.872612,0.541025,1.50429,4.06639,-0.689645,0.785667,2.22034,1.47531,2.90998,1.43467,0.815916,0.437775,0.00225554,0.0401162,0.00225554,0.00225554,1
AT1G30530,108.551,97.2309,82.8412,28.712,-0.15889,-0.389956,-1.91865,-0.231066,-1.75976,-1.5287,0.999842,0.981168,0.00225554,0.999842,0.00225554,0.00225554,2
AT1G30620,3.50361,3.83659,4.58815,13.1695,0.130981,0.389071,1.91029,0.25809,1.77931,1.52122,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G30700,8.66393,1.88942,15.6767,14.4489,-2.19708,0.855529,0.737864,3.0526,2.93494,-0.117665,0.00587253,0.759812,0.708213,0.00225554,0.00225554,0.999842,3
AT1G30720,0.23005,0.882511,1.63775,6.67661,1.93967,2.83169,4.8591,0.892026,2.91943,2.0274,0.252231,0.028818,0.00225554,0.717252,0.00225554,0.00225554,1
AT1G30730,0.0579701,0.740779,1.16414,5.78098,3.67566,4.32781,6.63986,0.652151,2.9642,2.31205,0.132183,0.0486053,0.0320121,0.999842,0.00225554,0.00225554,1
AT1G30757,1.88349,7.92831,6.85116,16.6949,2.0736,1.86294,3.14792,-0.210665,1.07432,1.28498,0.0309671,0.0361308,0.00225554,0.999842,0.223284,0.0743116,6
AT1G30900,5.33722,1.58757,2.42591,10.2099,-1.74927,-1.13756,0.935804,0.611706,2.68507,2.07337,0.00415009,0.0789703,0.11627,0.908451,0.00225554,0.00225554,1
AT1G31173,1.07302,0.517719,0.588768,2.55292,-1.05144,-0.86591,1.25047,0.185531,2.30191,2.11638,0.77529,0.999842,0.281021,0.999842,0.0266529,0.148489,1
AT1G31290,0.447577,2.80032,0.725258,0.90975,2.64539,0.69636,1.02333,-1.94903,-1.62205,0.326974,0.00225554,0.892851,0.393052,0.00587253,0.0184341,0.999842,9
AT1G31710,0.336007,1.55401,0.785669,1.76202,2.20943,1.22543,2.39067,-0.984004,0.181234,1.16524,0.0449349,0.409456,0.00587253,0.562157,0.999842,0.295493,8
AT1G32700,22.8788,15.6837,24.3361,37.8011,-0.544745,0.0890849,0.724414,0.633829,1.26916,0.635329,0.693733,0.999842,0.216617,0.531171,0.00587253,0.38638,3
AT1G32920,36.7105,450.015,136.935,258.943,3.61571,1.89923,2.81837,-1.71648,-0.797339,0.919142,0.00225554,0.00225554,0.00225554,0.00225554,0.365973,0.175807,9
AT1G32928,2.10942,22.0649,6.35473,16.871,3.38683,1.59098,2.99962,-1.79585,-0.38721,1.40864,0.00225554,0.119492,0.00225554,0.0299199,0.999842,0.0743116,9
AT1G32940,21.2715,7.5413,11.8967,21.0119,-1.49604,-0.838366,-0.0177184,0.657672,1.47832,0.820648,0.00225554,0.343133,0.999842,0.677992,0.015928,0.409456,4
AT1G32960,1.56727,0.545827,0.912215,3.60716,-1.52174,-0.780805,1.20261,0.74093,2.72435,1.98342,0.137713,0.793602,0.127806,0.971411,0.00225554,0.00901084,1
AT1G33590,27.9466,104.97,116.597,241.293,1.90923,2.06079,3.11004,0.151558,1.20081,1.04925,0.00225554,0.00225554,0.00225554,0.999842,0.028818,0.0430158,8
AT1G33600,28.0915,120.835,157.742,214.184,2.10483,2.48936,2.93064,0.384525,0.825811,0.441286,0.00225554,0.00225554,0.00225554,0.999842,0.251334,0.916824,8
AT1G33610,1.68303,11.0793,13.9483,17.0256,2.71874,3.05096,3.33857,0.332218,0.619833,0.287616,0.00225554,0.00225554,0.00225554,0.999842,0.594416,0.999842,8
AT1G33960,6.72289,0.72136,1.64392,8.59245,-3.22029,-2.03195,0.353987,1.18835,3.57428,2.38593,0.00225554,0.00225554,0.999842,0.496195,0.00225554,0.00225554,4
AT1G34300,4.64342,4.49475,5.95684,9.62252,-0.0469455,0.359359,1.05123,0.406304,1.09817,0.691869,0.999842,0.999842,0.0220541,0.999842,0.0341157,0.34049,1
AT1G34420,1.41887,0.699719,1.30867,3.99634,-1.0199,-0.116646,1.49394,0.903251,2.51383,1.61058,0.42677,0.999842,0.00748685,0.634697,0.00225554,0.00901084,1
AT1G34580,3.83032,3.05356,1.99713,0.762755,-0.326972,-0.939538,-2.32817,-0.612565,-2.0012,-1.38864,0.999842,0.295493,0.00415009,0.911408,0.0299199,0.165894,2
AT1G35140,1.03228,3.53651,0.911208,10.8819,1.7765,-0.179977,3.39803,-1.95647,1.62153,3.578,0.093231,0.999842,0.00225554,0.0789703,0.0208548,0.00225554,1
